Prap	DpleGene	MsexGene
PIERAPT00000032641	DPOGS205070	Msex2.04969
PIERAPT00000010739	DPOGS208782	Msex2.15242
PIERAPT00000003733	DPOGS211399	Msex2.07089
PIERAPT00000006164	DPOGS212203	Msex2.04560
PIERAPT00000019701	DPOGS212825	Msex2.00903
PIERAPT00000014713	DPOGS213665	Msex2.11976
PIERAPT00000017042	DPOGS213815	Msex2.01291
PIERAPT00000010204	DPOGS214899	Msex2.12379
PIERAPT00000000546	DPOGS200424	Msex2.01619
PIERAPT00000018448	DPOGS205789	Msex2.10216
PIERAPT00000017937	DPOGS208524	Msex2.14197
PIERAPT00000022792	DPOGS213235	Msex2.07273
PIERAPT00000007637	DPOGS215257	Msex2.07415
PIERAPT00000030407	DPOGS215823	Msex2.10858
PIERAPT00000032720	DPOGS200861	Msex2.07799
PIERAPT00000034289	DPOGS200862	Msex2.07801
PIERAPT00000007577	DPOGS201855	Msex2.06886
PIERAPT00000020213	DPOGS203006	Msex2.01333
PIERAPT00000004804	DPOGS203290	Msex2.01396
PIERAPT00000001343	DPOGS204859	Msex2.01059
PIERAPT00000007357	DPOGS205085	Msex2.04980
PIERAPT00000023067	DPOGS205700	Msex2.08241
PIERAPT00000028702	DPOGS206692	Msex2.12842
PIERAPT00000035821	DPOGS213071	Msex2.13979
PIERAPT00000025219	DPOGS200318	Msex2.05381
PIERAPT00000027312	DPOGS201562	Msex2.07061
PIERAPT00000016944	DPOGS204798	Msex2.05805
PIERAPT00000029956	DPOGS205196	Msex2.10657
PIERAPT00000022783	DPOGS206284	Msex2.08054
PIERAPT00000035147	DPOGS206489	Msex2.02901
PIERAPT00000032449	DPOGS208049	Msex2.04638
PIERAPT00000013592	DPOGS209055	Msex2.03247
PIERAPT00000033946	DPOGS209293	Msex2.04006
PIERAPT00000024470	DPOGS209744	Msex2.06050
PIERAPT00000023380	DPOGS211454	Msex2.01984
PIERAPT00000025565	DPOGS213546	Msex2.02360
PIERAPT00000015281	DPOGS202623	Msex2.00536
PIERAPT00000018749	DPOGS203770	Msex2.09442
PIERAPT00000007603	DPOGS203902	Msex2.02063
PIERAPT00000029933	DPOGS209247	Msex2.02736
PIERAPT00000021787	DPOGS215592	Msex2.04410
PIERAPT00000008500	DPOGS204817	Msex2.02489
PIERAPT00000022514	DPOGS206312	Msex2.04736
PIERAPT00000029610	DPOGS206887	Msex2.03641
PIERAPT00000020346	DPOGS207363	Msex2.02758
PIERAPT00000034997	DPOGS208558	Msex2.13626
PIERAPT00000007361	DPOGS209718	Msex2.06028
PIERAPT00000010236	DPOGS211230	Msex2.06530
PIERAPT00000025721	DPOGS212153	Msex2.04318
PIERAPT00000026988	DPOGS212692	Msex2.04339
PIERAPT00000021552	DPOGS214410	Msex2.07757
PIERAPT00000014255	DPOGS215684	Msex2.03746
PIERAPT00000018434	DPOGS202123	Msex2.10401
PIERAPT00000000904	DPOGS202248	Msex2.08105
PIERAPT00000010646	DPOGS203487	Msex2.07455
PIERAPT00000009495	DPOGS204434	Msex2.08979
PIERAPT00000028062	DPOGS206158	Msex2.09016
PIERAPT00000014519	DPOGS207231	Msex2.13784
PIERAPT00000006848	DPOGS209499	Msex2.13002
PIERAPT00000031407	DPOGS214218	Msex2.03175
PIERAPT00000035241	DPOGS200534	Msex2.02725
PIERAPT00000028132	DPOGS204552	Msex2.13058
PIERAPT00000006885	DPOGS206060	Msex2.10032
PIERAPT00000019352	DPOGS207275	Msex2.01038
PIERAPT00000009083	DPOGS210099	Msex2.13414
PIERAPT00000003312	DPOGS212352	Msex2.11711
PIERAPT00000015841	DPOGS212748	Msex2.10648
PIERAPT00000022871	DPOGS215977	Msex2.10505
PIERAPT00000013275	DPOGS201566	Msex2.07060
PIERAPT00000029305	DPOGS201649	Msex2.01790
PIERAPT00000026000	DPOGS201905	Msex2.07937
PIERAPT00000004506	DPOGS202502	Msex2.02497
PIERAPT00000006417	DPOGS203732	Msex2.09441
PIERAPT00000033205	DPOGS204437	Msex2.04265
PIERAPT00000008914	DPOGS205567	Msex2.02880
PIERAPT00000029244	DPOGS211101	Msex2.10354
PIERAPT00000029977	DPOGS200449	Msex2.08163
PIERAPT00000022428	DPOGS201772	Msex2.12283
PIERAPT00000024956	DPOGS203978	Msex2.01373
PIERAPT00000000246	DPOGS206283	Msex2.08063
PIERAPT00000021177	DPOGS209316	Msex2.06256
PIERAPT00000026186	DPOGS201494	Msex2.03933
PIERAPT00000003055	DPOGS203931	Msex2.08248
PIERAPT00000014903	DPOGS205017	Msex2.10378
PIERAPT00000002795	DPOGS205298	Msex2.07383
PIERAPT00000029552	DPOGS209861	Msex2.12745
PIERAPT00000026973	DPOGS212105	Msex2.04311
PIERAPT00000019452	DPOGS214400	Msex2.07752
PIERAPT00000015495	DPOGS205488	Msex2.08441
PIERAPT00000005213	DPOGS212227	Msex2.14306
PIERAPT00000018589	DPOGS215077	Msex2.06442
PIERAPT00000028516	DPOGS215991	Msex2.04574
PIERAPT00000014304	DPOGS200401	Msex2.02600
PIERAPT00000012477	DPOGS205763	Msex2.04377
PIERAPT00000028231	DPOGS207293	Msex2.06128
PIERAPT00000034271	DPOGS207796	Msex2.06650
PIERAPT00000003140	DPOGS210030	Msex2.10936
PIERAPT00000016307	DPOGS211907	Msex2.15238
PIERAPT00000001181	DPOGS213557	Msex2.02343
PIERAPT00000015090	DPOGS215576	Msex2.00375
PIERAPT00000032011	DPOGS200919	Msex2.03116
PIERAPT00000021812	DPOGS206886	Msex2.03642
PIERAPT00000032958	DPOGS208364	Msex2.01404
PIERAPT00000034056	DPOGS209624	Msex2.13379
PIERAPT00000019856	DPOGS209842	Msex2.05165
PIERAPT00000018146	DPOGS212363	Msex2.11719
PIERAPT00000025151	DPOGS213750	Msex2.00031
PIERAPT00000006336	DPOGS214383	Msex2.09496
PIERAPT00000022739	DPOGS214515	Msex2.00339
PIERAPT00000030723	DPOGS214532	Msex2.00355
PIERAPT00000027606	DPOGS201480	Msex2.03904
PIERAPT00000021440	DPOGS202878	Msex2.12182
PIERAPT00000023524	DPOGS202909	Msex2.12420
PIERAPT00000028578	DPOGS204547	Msex2.01906
PIERAPT00000035464	DPOGS206605	Msex2.12847
PIERAPT00000016985	DPOGS206766	Msex2.04682
PIERAPT00000012906	DPOGS209830	Msex2.07190
PIERAPT00000012106	DPOGS211658	Msex2.10327
PIERAPT00000003516	DPOGS215148	Msex2.12601
PIERAPT00000020190	DPOGS201607	Msex2.08430
PIERAPT00000002767	DPOGS203307	Msex2.05997
PIERAPT00000024808	DPOGS203851	Msex2.06485
PIERAPT00000018969	DPOGS204300	Msex2.06229
PIERAPT00000035059	DPOGS205970	Msex2.10571
PIERAPT00000009263	DPOGS207627	Msex2.02050
PIERAPT00000007548	DPOGS211184	Msex2.11205
PIERAPT00000028292	DPOGS215315	Msex2.13381
PIERAPT00000032094	DPOGS201819	Msex2.11367
PIERAPT00000001699	DPOGS201937	Msex2.03481
PIERAPT00000031386	DPOGS204068	Msex2.08041
PIERAPT00000028048	DPOGS214928	Msex2.08888
PIERAPT00000001393	DPOGS216100	Msex2.00058
PIERAPT00000011932	DPOGS216153	Msex2.13871
PIERAPT00000034624	DPOGS200275	Msex2.03537
PIERAPT00000023959	DPOGS205961	Msex2.00564
PIERAPT00000029818	DPOGS206276	Msex2.05810
PIERAPT00000027466	DPOGS207456	Msex2.08841
PIERAPT00000005012	DPOGS211131	Msex2.11163
PIERAPT00000011748	DPOGS211402	Msex2.07080
PIERAPT00000000940	DPOGS212498	Msex2.11423
PIERAPT00000020811	DPOGS215865	Msex2.03089
PIERAPT00000009608	DPOGS216167	Msex2.07212
PIERAPT00000020729	DPOGS200765	Msex2.07441
PIERAPT00000005885	DPOGS201944	Msex2.03483
PIERAPT00000027659	DPOGS203905	Msex2.02078
PIERAPT00000026949	DPOGS204713	Msex2.15305
PIERAPT00000024485	DPOGS211226	Msex2.06542
PIERAPT00000024266	DPOGS211811	Msex2.13702
PIERAPT00000035334	DPOGS212740	Msex2.10114
PIERAPT00000033084	DPOGS212924	Msex2.03485
PIERAPT00000015678	DPOGS214176	Msex2.03138
PIERAPT00000009339	DPOGS203693	Msex2.00214
PIERAPT00000030985	DPOGS213206	Msex2.05126
PIERAPT00000034415	DPOGS215062	Msex2.03553
PIERAPT00000018325	DPOGS215190	Msex2.05888
PIERAPT00000011830	DPOGS201167	Msex2.11992
PIERAPT00000007016	DPOGS201371	Msex2.06576
PIERAPT00000005945	DPOGS207603	Msex2.04379
PIERAPT00000011561	DPOGS212998	Msex2.05491
PIERAPT00000013265	DPOGS216187	Msex2.01807
PIERAPT00000010603	DPOGS200963	Msex2.13126
PIERAPT00000002439	DPOGS201120	Msex2.06961
PIERAPT00000000914	DPOGS207465	Msex2.04566
PIERAPT00000009112	DPOGS209323	Msex2.06254
PIERAPT00000013392	DPOGS211708	Msex2.02780
PIERAPT00000017319	DPOGS213092	Msex2.12267
PIERAPT00000025020	DPOGS213188	Msex2.05145
PIERAPT00000013742	DPOGS201630	Msex2.11309
PIERAPT00000020317	DPOGS201859	Msex2.11291
PIERAPT00000025411	DPOGS211107	Msex2.11647
PIERAPT00000003676	DPOGS212048	Msex2.06090
PIERAPT00000002011	DPOGS214293	Msex2.02038
PIERAPT00000021733	DPOGS201187	Msex2.13090
PIERAPT00000032117	DPOGS201470	Msex2.03914
PIERAPT00000000863	DPOGS204386	Msex2.03303
PIERAPT00000000897	DPOGS204451	Msex2.08980
PIERAPT00000032144	DPOGS207043	Msex2.03629
PIERAPT00000016185	DPOGS215240	Msex2.00723
PIERAPT00000023776	DPOGS200643	Msex2.04057
PIERAPT00000004447	DPOGS201498	Msex2.03709
PIERAPT00000001072	DPOGS204232	Msex2.06216
PIERAPT00000014298	DPOGS205447	Msex2.03522
PIERAPT00000005356	DPOGS205491	Msex2.11421
PIERAPT00000026602	DPOGS206043	Msex2.04789
PIERAPT00000009832	DPOGS207082	Msex2.03583
PIERAPT00000001966	DPOGS212057	Msex2.02672
PIERAPT00000011587	DPOGS212412	Msex2.04511
PIERAPT00000035524	DPOGS213354	Msex2.09555
PIERAPT00000017383	DPOGS213520	Msex2.02402
PIERAPT00000001610	DPOGS214321	Msex2.07619
PIERAPT00000001894	DPOGS202654	Msex2.11237
PIERAPT00000003023	DPOGS202357	Msex2.10984
PIERAPT00000008735	DPOGS203338	Msex2.01342
PIERAPT00000015341	DPOGS207138	Msex2.09899
PIERAPT00000027423	DPOGS210471	Msex2.08512
PIERAPT00000004992	DPOGS210676	Msex2.09340
PIERAPT00000035462	DPOGS206985	Msex2.10639
PIERAPT00000003418	DPOGS208578	Msex2.07858
PIERAPT00000034931	DPOGS208588	Msex2.04595
PIERAPT00000025490	DPOGS209708	Msex2.06053
PIERAPT00000010072	DPOGS209790	Msex2.05162
PIERAPT00000026092	DPOGS210906	Msex2.00290
PIERAPT00000029556	DPOGS212817	Msex2.00893
PIERAPT00000019713	DPOGS213044	Msex2.00171
PIERAPT00000000649	DPOGS214868	Msex2.01703
PIERAPT00000015531	DPOGS215503	Msex2.09088
PIERAPT00000002885	DPOGS215781	Msex2.05482
PIERAPT00000012900	DPOGS201964	Msex2.05567
PIERAPT00000030230	DPOGS202006	Msex2.02978
PIERAPT00000026543	DPOGS204018	Msex2.00841
PIERAPT00000013158	DPOGS207185	Msex2.07395
PIERAPT00000009048	DPOGS208969	Msex2.10524
PIERAPT00000029084	DPOGS209644	Msex2.05043
PIERAPT00000029468	DPOGS212055	Msex2.13957
PIERAPT00000012843	DPOGS213588	Msex2.02371
PIERAPT00000027024	DPOGS204933	Msex2.00111
PIERAPT00000013394	DPOGS206149	Msex2.03396
PIERAPT00000011997	DPOGS207944	Msex2.06356
PIERAPT00000024756	DPOGS208612	Msex2.12322
PIERAPT00000004471	DPOGS216191	Msex2.01813
PIERAPT00000021941	DPOGS202023	Msex2.00663
PIERAPT00000006925	DPOGS205877	Msex2.11219
PIERAPT00000012500	DPOGS207675	Msex2.02772
PIERAPT00000003288	DPOGS210733	Msex2.02462
PIERAPT00000022805	DPOGS210744	Msex2.02439
PIERAPT00000032660	DPOGS212058	Msex2.13774
PIERAPT00000028242	DPOGS213336	Msex2.08890
PIERAPT00000022172	DPOGS215615	Msex2.06990
PIERAPT00000024721	DPOGS201555	Msex2.07068
PIERAPT00000034293	DPOGS201926	Msex2.06517
PIERAPT00000021303	DPOGS202844	Msex2.06412
PIERAPT00000026991	DPOGS205041	Msex2.10365
PIERAPT00000008342	DPOGS210671	Msex2.09117
PIERAPT00000028785	DPOGS202169	Msex2.08919
PIERAPT00000035081	DPOGS202998	Msex2.01336
PIERAPT00000013850	DPOGS205634	Msex2.05634
PIERAPT00000002887	DPOGS206429	Msex2.06273
PIERAPT00000012066	DPOGS206800	Msex2.01392
PIERAPT00000013908	DPOGS210720	Msex2.02464
PIERAPT00000018735	DPOGS214990	Msex2.13054
PIERAPT00000019143	DPOGS200145	Msex2.01005
PIERAPT00000028285	DPOGS200495	Msex2.02966
PIERAPT00000024292	DPOGS200602	Msex2.04068
PIERAPT00000024774	DPOGS200935	Msex2.03120
PIERAPT00000033190	DPOGS204826	Msex2.02479
PIERAPT00000032119	DPOGS206880	Msex2.12946
PIERAPT00000011079	DPOGS207516	Msex2.05226
PIERAPT00000021292	DPOGS209560	Msex2.04608
PIERAPT00000019302	DPOGS210478	Msex2.08500
PIERAPT00000034224	DPOGS211874	Msex2.06819
PIERAPT00000003641	DPOGS215089	Msex2.09035
PIERAPT00000014386	DPOGS202802	Msex2.07644
PIERAPT00000020180	DPOGS206912	Msex2.01553
PIERAPT00000012756	DPOGS208065	Msex2.12678
PIERAPT00000015679	DPOGS209833	Msex2.07192
PIERAPT00000019554	DPOGS211378	Msex2.13859
PIERAPT00000010701	DPOGS213425	Msex2.05925
PIERAPT00000011414	DPOGS213508	Msex2.13225
PIERAPT00000005442	DPOGS213828	Msex2.02637
PIERAPT00000010992	DPOGS201663	Msex2.00157
PIERAPT00000023059	DPOGS202841	Msex2.06407
PIERAPT00000028692	DPOGS205101	Msex2.05516
PIERAPT00000015953	DPOGS205172	Msex2.04209
PIERAPT00000031554	DPOGS211384	Msex2.07102
PIERAPT00000014257	DPOGS214414	Msex2.07753
PIERAPT00000028779	DPOGS201370	Msex2.06573
PIERAPT00000005899	DPOGS201605	Msex2.13085
PIERAPT00000002734	DPOGS202821	Msex2.04812
PIERAPT00000018489	DPOGS203374	Msex2.08254
PIERAPT00000007896	DPOGS205493	Msex2.11417
PIERAPT00000007634	DPOGS212561	Msex2.06018
PIERAPT00000028136	DPOGS213994	Msex2.09727
PIERAPT00000033331	DPOGS205398	Msex2.06939
PIERAPT00000011010	DPOGS210590	Msex2.03048
PIERAPT00000017917	DPOGS214413	Msex2.07762
PIERAPT00000031649	DPOGS215246	Msex2.07424
PIERAPT00000004116	DPOGS215689	Msex2.03739
PIERAPT00000010421	DPOGS200078	Msex2.03699
PIERAPT00000031562	DPOGS203110	Msex2.00730
PIERAPT00000008821	DPOGS204895	Msex2.01079
PIERAPT00000034097	DPOGS206322	Msex2.00092
PIERAPT00000031976	DPOGS208064	Msex2.06881
PIERAPT00000007195	DPOGS210878	Msex2.12266
PIERAPT00000025350	DPOGS202216	Msex2.07696
PIERAPT00000014442	DPOGS207580	Msex2.06104
PIERAPT00000012435	DPOGS209063	Msex2.03239
PIERAPT00000031698	DPOGS209931	Msex2.11097
PIERAPT00000013234	DPOGS210210	Msex2.07575
PIERAPT00000005858	DPOGS210333	Msex2.08933
PIERAPT00000002711	DPOGS212977	Msex2.03489
PIERAPT00000002613	DPOGS213294	Msex2.02329
PIERAPT00000032733	DPOGS200071	Msex2.03670
PIERAPT00000033885	DPOGS200460	Msex2.10432
PIERAPT00000021004	DPOGS200893	Msex2.06561
PIERAPT00000023382	DPOGS201026	Msex2.05555
PIERAPT00000008958	DPOGS211573	Msex2.00583
PIERAPT00000025440	DPOGS206978	Msex2.05091
PIERAPT00000015399	DPOGS207511	Msex2.05222
PIERAPT00000015946	DPOGS213125	Msex2.11593
PIERAPT00000034207	DPOGS214120	Msex2.01994
PIERAPT00000018436	DPOGS216147	Msex2.03788
PIERAPT00000028332	DPOGS202925	Msex2.06388
PIERAPT00000026671	DPOGS203232	Msex2.00404
PIERAPT00000028657	DPOGS207358	Msex2.09870
PIERAPT00000002211	DPOGS207524	Msex2.05227
PIERAPT00000003400	DPOGS207859	Msex2.02317
PIERAPT00000014295	DPOGS208902	Msex2.08020
PIERAPT00000006846	DPOGS212556	Msex2.07346
PIERAPT00000005793	DPOGS213026	Msex2.05497
PIERAPT00000023351	DPOGS200296	Msex2.05352
PIERAPT00000007074	DPOGS203880	Msex2.13689
PIERAPT00000003600	DPOGS204228	Msex2.06211
PIERAPT00000030404	DPOGS204676	Msex2.09308
PIERAPT00000002398	DPOGS208678	Msex2.04092
PIERAPT00000022467	DPOGS211802	Msex2.10055
PIERAPT00000018851	DPOGS214339	Msex2.10065
PIERAPT00000001547	DPOGS215092	Msex2.06449
PIERAPT00000030863	DPOGS200702	Msex2.00127
PIERAPT00000005861	DPOGS201524	Msex2.03935
PIERAPT00000000144	DPOGS202719	Msex2.12509
PIERAPT00000001789	DPOGS204325	Msex2.02708
PIERAPT00000000932	DPOGS208726	Msex2.08195
PIERAPT00000024077	DPOGS209191	Msex2.04462
PIERAPT00000000279	DPOGS212751	Msex2.04345
PIERAPT00000013713	DPOGS212870	Msex2.00879
PIERAPT00000029122	DPOGS213021	Msex2.05500
PIERAPT00000002205	DPOGS214209	Msex2.03159
PIERAPT00000014914	DPOGS202204	Msex2.07699
PIERAPT00000006837	DPOGS202242	Msex2.08093
PIERAPT00000012157	DPOGS204456	Msex2.06870
PIERAPT00000032388	DPOGS206039	Msex2.04785
PIERAPT00000017811	DPOGS210169	Msex2.01510
PIERAPT00000011117	DPOGS201862	Msex2.07056
PIERAPT00000023063	DPOGS203704	Msex2.00192
PIERAPT00000029905	DPOGS204391	Msex2.03315
PIERAPT00000015423	DPOGS208638	Msex2.10944
PIERAPT00000017465	DPOGS210070	Msex2.12476
PIERAPT00000026994	DPOGS210302	Msex2.05747
PIERAPT00000032674	DPOGS211206	Msex2.10360
PIERAPT00000019386	DPOGS211911	Msex2.09548
PIERAPT00000034796	DPOGS214402	Msex2.07760
PIERAPT00000020119	DPOGS215570	Msex2.00358
PIERAPT00000005616	DPOGS215651	Msex2.05454
PIERAPT00000016483	DPOGS203140	Msex2.00412
PIERAPT00000030072	DPOGS209038	Msex2.03250
PIERAPT00000035041	DPOGS211504	Msex2.10784
PIERAPT00000031600	DPOGS213337	Msex2.08892
PIERAPT00000006437	DPOGS214289	Msex2.02031
PIERAPT00000019211	DPOGS201726	Msex2.05973
PIERAPT00000001855	DPOGS203599	Msex2.01141
PIERAPT00000019341	DPOGS204840	Msex2.01053
PIERAPT00000000667	DPOGS205097	Msex2.04998
PIERAPT00000016010	DPOGS205349	Msex2.01125
PIERAPT00000031126	DPOGS210321	Msex2.12934
PIERAPT00000030877	DPOGS200347	Msex2.07813
PIERAPT00000024237	DPOGS202064	Msex2.00679
PIERAPT00000032538	DPOGS203116	Msex2.00740
PIERAPT00000018066	DPOGS208131	Msex2.01321
PIERAPT00000034946	DPOGS208174	Msex2.03778
PIERAPT00000007861	DPOGS200102	Msex2.03678
PIERAPT00000019429	DPOGS200636	Msex2.04069
PIERAPT00000004220	DPOGS201179	Msex2.04749
PIERAPT00000014223	DPOGS203603	Msex2.01151
PIERAPT00000002037	DPOGS204003	Msex2.12746
PIERAPT00000003034	DPOGS206186	Msex2.13513
PIERAPT00000001853	DPOGS208171	Msex2.03775
PIERAPT00000023221	DPOGS210970	Msex2.07238
PIERAPT00000027080	DPOGS213670	Msex2.12385
PIERAPT00000018773	DPOGS215850	Msex2.06528
PIERAPT00000008756	DPOGS215863	Msex2.03091
PIERAPT00000028537	DPOGS200922	Msex2.03110
PIERAPT00000001411	DPOGS202609	Msex2.05726
PIERAPT00000026508	DPOGS203635	Msex2.05967
PIERAPT00000014585	DPOGS205111	Msex2.08130
PIERAPT00000028605	DPOGS205850	Msex2.12573
PIERAPT00000025949	DPOGS206053	Msex2.10423
PIERAPT00000030094	DPOGS208627	Msex2.04593
PIERAPT00000018245	DPOGS210809	Msex2.04647
PIERAPT00000018911	DPOGS211156	Msex2.09243
PIERAPT00000024711	DPOGS215783	Msex2.05485
PIERAPT00000016574	DPOGS200600	Msex2.04064
PIERAPT00000030292	DPOGS204642	Msex2.04152
PIERAPT00000035190	DPOGS206365	Msex2.08678
PIERAPT00000017496	DPOGS215394	Msex2.04614
PIERAPT00000002553	DPOGS201028	Msex2.05553
PIERAPT00000029047	DPOGS202074	Msex2.01149
PIERAPT00000024486	DPOGS202675	Msex2.09581
PIERAPT00000032927	DPOGS202983	Msex2.09956
PIERAPT00000026518	DPOGS207095	Msex2.01559
PIERAPT00000009530	DPOGS212089	Msex2.05013
PIERAPT00000021110	DPOGS213233	Msex2.11821
PIERAPT00000002395	DPOGS209928	Msex2.11102
PIERAPT00000035720	DPOGS210327	Msex2.10301
PIERAPT00000002507	DPOGS210738	Msex2.02454
PIERAPT00000013404	DPOGS211726	Msex2.01502
PIERAPT00000012419	DPOGS212589	Msex2.02939
PIERAPT00000014624	DPOGS213842	Msex2.02631
PIERAPT00000028324	DPOGS214188	Msex2.07134
PIERAPT00000018081	DPOGS200952	Msex2.09296
PIERAPT00000004521	DPOGS212228	Msex2.12688
PIERAPT00000032103	DPOGS212575	Msex2.06016
PIERAPT00000006687	DPOGS203610	Msex2.01160
PIERAPT00000002410	DPOGS204430	Msex2.06871
PIERAPT00000018063	DPOGS206305	Msex2.04730
PIERAPT00000026267	DPOGS207804	Msex2.06640
PIERAPT00000029203	DPOGS210678	Msex2.09342
PIERAPT00000035606	DPOGS211698	Msex2.08324
PIERAPT00000008507	DPOGS215485	Msex2.07727
PIERAPT00000016942	DPOGS203252	Msex2.07595
PIERAPT00000026403	DPOGS204377	Msex2.03291
PIERAPT00000003031	DPOGS208094	Msex2.08579
PIERAPT00000025827	DPOGS208596	Msex2.13390
PIERAPT00000027628	DPOGS210525	Msex2.08397
PIERAPT00000020794	DPOGS212117	Msex2.04336
PIERAPT00000015991	DPOGS205029	Msex2.09537
PIERAPT00000009778	DPOGS205689	Msex2.08636
PIERAPT00000011890	DPOGS207597	Msex2.08069
PIERAPT00000024668	DPOGS207785	Msex2.08817
PIERAPT00000000336	DPOGS208710	Msex2.08189
PIERAPT00000026560	DPOGS211160	Msex2.09249
PIERAPT00000003468	DPOGS211918	Msex2.12861
PIERAPT00000016357	DPOGS212467	Msex2.09616
PIERAPT00000029199	DPOGS200894	Msex2.06562
PIERAPT00000028114	DPOGS201097	Msex2.06472
PIERAPT00000015682	DPOGS209734	Msex2.06030
PIERAPT00000010041	DPOGS210035	Msex2.12737
PIERAPT00000026701	DPOGS212339	Msex2.14472
PIERAPT00000002432	DPOGS215090	Msex2.06443
PIERAPT00000002127	DPOGS200345	Msex2.07810
PIERAPT00000035306	DPOGS201373	Msex2.08615
PIERAPT00000032303	DPOGS206145	Msex2.04781
PIERAPT00000004250	DPOGS207313	Msex2.09999
PIERAPT00000034049	DPOGS210137	Msex2.00257
PIERAPT00000022983	DPOGS212140	Msex2.04338
PIERAPT00000016340	DPOGS215972	Msex2.09480
PIERAPT00000028970	DPOGS204403	Msex2.03340
PIERAPT00000009816	DPOGS205814	Msex2.02665
PIERAPT00000016128	DPOGS208033	Msex2.00701
PIERAPT00000004443	DPOGS215517	Msex2.11043
PIERAPT00000012146	DPOGS201194	Msex2.04753
PIERAPT00000029540	DPOGS204693	Msex2.03450
PIERAPT00000012676	DPOGS207216	Msex2.04691
PIERAPT00000004948	DPOGS208896	Msex2.08011
PIERAPT00000033626	DPOGS211304	Msex2.05251
PIERAPT00000003000	DPOGS211645	Msex2.10344
PIERAPT00000024951	DPOGS203990	Msex2.02065
PIERAPT00000019406	DPOGS204993	Msex2.08267
PIERAPT00000020606	DPOGS206929	Msex2.05065
PIERAPT00000014526	DPOGS215960	Msex2.10487
PIERAPT00000023808	DPOGS202940	Msex2.13509
PIERAPT00000015745	DPOGS206920	Msex2.05095
PIERAPT00000004446	DPOGS210582	Msex2.04286
PIERAPT00000025853	DPOGS210802	Msex2.04656
PIERAPT00000015089	DPOGS211854	Msex2.13880
PIERAPT00000013273	DPOGS212604	Msex2.10955
PIERAPT00000005176	DPOGS214637	Msex2.13609
PIERAPT00000010386	DPOGS215643	Msex2.05462
PIERAPT00000016733	DPOGS201096	Msex2.06468
PIERAPT00000017472	DPOGS201131	Msex2.10755
PIERAPT00000005691	DPOGS203308	Msex2.05998
PIERAPT00000025996	DPOGS203697	Msex2.00206
PIERAPT00000022976	DPOGS208268	Msex2.00784
PIERAPT00000022803	DPOGS209385	Msex2.09710
PIERAPT00000017871	DPOGS209780	Msex2.02766
PIERAPT00000030140	DPOGS211531	Msex2.10789
PIERAPT00000003848	DPOGS212593	Msex2.02932
PIERAPT00000030878	DPOGS201276	Msex2.12593
PIERAPT00000010839	DPOGS202271	Msex2.12032
PIERAPT00000005823	DPOGS203765	Msex2.09436
PIERAPT00000033702	DPOGS209267	Msex2.02730
PIERAPT00000000661	DPOGS210436	Msex2.08736
PIERAPT00000035288	DPOGS200850	Msex2.08227
PIERAPT00000029454	DPOGS201483	Msex2.03913
PIERAPT00000014321	DPOGS204756	Msex2.09146
PIERAPT00000005449	DPOGS204864	Msex2.01065
PIERAPT00000017143	DPOGS208023	Msex2.04641
PIERAPT00000010376	DPOGS208998	Msex2.00657
PIERAPT00000032612	DPOGS201942	Msex2.03480
PIERAPT00000034516	DPOGS205477	Msex2.08462
PIERAPT00000021311	DPOGS205937	Msex2.12081
PIERAPT00000025213	DPOGS206493	Msex2.02898
PIERAPT00000032593	DPOGS213633	Msex2.10135
PIERAPT00000009941	DPOGS215034	Msex2.03539
PIERAPT00000035794	DPOGS207463	Msex2.12883
PIERAPT00000006634	DPOGS207768	Msex2.06651
PIERAPT00000015442	DPOGS209747	Msex2.06056
PIERAPT00000003651	DPOGS210285	Msex2.04947
PIERAPT00000026597	DPOGS211882	Msex2.12109
PIERAPT00000031496	DPOGS216121	Msex2.11536
PIERAPT00000032977	DPOGS200536	Msex2.13452
PIERAPT00000019116	DPOGS207895	Msex2.00485
PIERAPT00000022599	DPOGS208796	Msex2.04869
PIERAPT00000018644	DPOGS213689	Msex2.08356
PIERAPT00000013471	DPOGS215208	Msex2.13138
PIERAPT00000034168	DPOGS200334	Msex2.05357
PIERAPT00000006427	DPOGS206079	Msex2.09183
PIERAPT00000024051	DPOGS207793	Msex2.06654
PIERAPT00000000146	DPOGS209895	Msex2.12990
PIERAPT00000004162	DPOGS210820	Msex2.06424
PIERAPT00000031866	DPOGS200558	Msex2.08860
PIERAPT00000014122	DPOGS203250	Msex2.07593
PIERAPT00000016934	DPOGS207642	Msex2.02043
PIERAPT00000034036	DPOGS210042	Msex2.10847
PIERAPT00000030696	DPOGS210242	Msex2.09278
PIERAPT00000004062	DPOGS212029	Msex2.06097
PIERAPT00000014513	DPOGS215363	Msex2.10451
PIERAPT00000018607	DPOGS204573	Msex2.09073
PIERAPT00000008613	DPOGS206051	Msex2.09110
PIERAPT00000013386	DPOGS206377	Msex2.00960
PIERAPT00000027516	DPOGS210100	Msex2.13415
PIERAPT00000017365	DPOGS210219	Msex2.09277
PIERAPT00000026417	DPOGS211696	Msex2.08323
PIERAPT00000003449	DPOGS211721	Msex2.01503
PIERAPT00000022084	DPOGS200812	Msex2.00146
PIERAPT00000003822	DPOGS204712	Msex2.09749
PIERAPT00000027250	DPOGS206555	Msex2.11556
PIERAPT00000027520	DPOGS206892	Msex2.03634
