"TranscriptID","GeneID","GeneName"
"PIERAPT00000031891","PIERAPG00000013415","PRP1"
"PIERAPT00000031894","PIERAPG00000013416","KDR_2"
"PIERAPT00000031895","PIERAPG00000013417","purA_2"
"PIERAPT00000031897","PIERAPG00000013418","IE1"
"PIERAPT00000031899","PIERAPG00000013419","Picot_16"
"PIERAPT00000031900","PIERAPG00000013420","Oxld1"
"PIERAPT00000031902","PIERAPG00000013421","Fat3FAT1"
"PIERAPT00000031903","PIERAPG00000013422","TBCC"
"PIERAPT00000031904","PIERAPG00000013423","G105478"
"PIERAPT00000031911","PIERAPG00000013424","CPAMD8_3"
"PIERAPT00000031914","PIERAPG00000013425","frrOt10g01930"
"PIERAPT00000031916","PIERAPG00000013426","ARRH_3"
"PIERAPT00000031919","PIERAPG00000013427","PDZD2_2"
"PIERAPT00000031924","PIERAPG00000013428","CHA2A_2"
"PIERAPT00000031926","PIERAPG00000013429","Gucy1b3_2"
"PIERAPT00000031927","PIERAPG00000013430","CHA2B_3"
"PIERAPT00000031929","PIERAPG00000013431","SBXA3_2"
"PIERAPT00000031930","PIERAPG00000013432","G100981"
"PIERAPT00000031931","PIERAPG00000013433","G110957"
"PIERAPT00000031935","PIERAPG00000013434","Tbc1d25"
"PIERAPT00000031944","PIERAPG00000013435","Col27a1_3"
"PIERAPT00000031945","PIERAPG00000013436","Dd1591"
"PIERAPT00000031946","PIERAPG00000013437","glmM_3"
"PIERAPT00000031947","PIERAPG00000013438","holB"
"PIERAPT00000031951","PIERAPG00000013439","crb_2"
"PIERAPT00000031952","PIERAPG00000013440","CHS1_2"
"PIERAPT00000031953","PIERAPG00000013441","FRMPD4"
"PIERAPT00000031954","PIERAPG00000013442","PITPNA"
"PIERAPT00000031955","PIERAPG00000013443","PCMP-H33"
"PIERAPT00000031956","PIERAPG00000013444","PCP52_2"
"PIERAPT00000031957","PIERAPG00000013445","bglP_2"
"PIERAPT00000031958","PIERAPG00000013446","SLC6A5"
"PIERAPT00000031959","PIERAPG00000013447","tardbp"
"PIERAPT00000031962","PIERAPG00000013448","mutS_5"
"PIERAPT00000031968","PIERAPG00000013449","AAEL000331"
"PIERAPT00000031969","PIERAPG00000013450","Fbxl14"
"PIERAPT00000031970","PIERAPG00000013451","TRHR_2"
"PIERAPT00000031971","PIERAPG00000013452","CHYM1_9"
"PIERAPT00000031973","PIERAPG00000013453","Su(H)_2"
"PIERAPT00000031974","PIERAPG00000013454","Cht3_6"
"PIERAPT00000031976","PIERAPG00000013455","BYSL"
"PIERAPT00000031979","PIERAPG00000013456","Stxbp5l"
"PIERAPT00000031980","PIERAPG00000013457","Rpn6"
"PIERAPT00000031981","PIERAPG00000013458","Laptm5"
"PIERAPT00000031982","PIERAPG00000013459","acpS"
"PIERAPT00000031983","PIERAPG00000013460","cpna-2"
"PIERAPT00000031984","PIERAPG00000013461","Fas2_4"
"PIERAPT00000031985","PIERAPG00000013462","shkCmoaA"
"PIERAPT00000031989","PIERAPG00000013463","Prss44_2"
"PIERAPT00000031991","PIERAPG00000013464","TRYP5TRYP1"
"PIERAPT00000031995","PIERAPG00000013465","yfnB"
"PIERAPT00000031996","PIERAPG00000013466","NAAT1_4"
"PIERAPT00000032003","PIERAPG00000013467","si:ch211-163l21.7"
"PIERAPT00000032005","PIERAPG00000013468","rfx3_2"
"PIERAPT00000032006","PIERAPG00000013469","GK"
"PIERAPT00000032010","PIERAPG00000013470","ydiL"
"PIERAPT00000032011","PIERAPG00000013471","hpf"
"PIERAPT00000032012","PIERAPG00000013472","Ccp84Ab_20"
"PIERAPT00000032015","PIERAPG00000013473","mats"
"PIERAPT00000032019","PIERAPG00000013474","idhAyrbE"
"PIERAPT00000032024","PIERAPG00000013475","AGO3"
"PIERAPT00000032030","PIERAPG00000013476","SPBC1289.15"
"PIERAPT00000032035","PIERAPG00000013477","E(z)"
"PIERAPT00000032036","PIERAPG00000013478","ZNF32"
"PIERAPT00000032037","PIERAPG00000013479","Lxx09580"
"PIERAPT00000032038","PIERAPG00000013480","morn5"
"PIERAPT00000032039","PIERAPG00000013481","E(z)_2"
"PIERAPT00000032042","PIERAPG00000013482","Dgk"
"PIERAPT00000032046","PIERAPG00000013483","GA20639"
"PIERAPT00000032052","PIERAPG00000013484","syx-6"
"PIERAPT00000032053","PIERAPG00000013485","aldh4a1"
"PIERAPT00000032058","PIERAPG00000013486","cybrd1"
"PIERAPT00000032061","PIERAPG00000013487","POLGglnE"
"PIERAPT00000032063","PIERAPG00000013488","DPEP1_2"
"PIERAPT00000032064","PIERAPG00000013489","G105803"
"PIERAPT00000032066","PIERAPG00000013490","LAC_6"
"PIERAPT00000032069","PIERAPG00000013491","rpr2"
"PIERAPT00000032072","PIERAPG00000013492","Gel_6"
"PIERAPT00000032078","PIERAPG00000013493","G103776"
"PIERAPT00000032079","PIERAPG00000013494","Tango11"
"PIERAPT00000032081","PIERAPG00000013495","Obp19d_6"
"PIERAPT00000032082","PIERAPG00000013496","Gorasp2"
"PIERAPT00000032083","PIERAPG00000013497","Tor_2"
"PIERAPT00000032085","PIERAPG00000013498","pip_2"
"PIERAPT00000032086","PIERAPG00000013499","ccpA"
"PIERAPT00000032089","PIERAPG00000013500","Tnfsf13_2"
"PIERAPT00000032093","PIERAPG00000013501","pelA"
"PIERAPT00000032094","PIERAPG00000013502","PRP2"
"PIERAPT00000032096","PIERAPG00000013503","Orct_10"
"PIERAPT00000032097","PIERAPG00000013504","G105634"
"PIERAPT00000032098","PIERAPG00000013505","RTase_2"
"PIERAPT00000032103","PIERAPG00000013506","ZanzmpB"
"PIERAPT00000032104","PIERAPG00000013507","serC"
"PIERAPT00000032106","PIERAPG00000013508","arpU"
"PIERAPT00000032107","PIERAPG00000013509","Actbeta_2"
"PIERAPT00000032108","PIERAPG00000013510","Esrrg"
"PIERAPT00000032109","PIERAPG00000013511","AMPM_7"
"PIERAPT00000032111","PIERAPG00000013512","thiM"
"PIERAPT00000032117","PIERAPG00000013513","Sqstm1"
"PIERAPT00000032119","PIERAPG00000013514","aldh1l1"
"PIERAPT00000032120","PIERAPG00000013515","Nach_4"
"PIERAPT00000032121","PIERAPG00000013516","metQ_2"
"PIERAPT00000032122","PIERAPG00000013517","gcdB"
"PIERAPT00000032123","PIERAPG00000013518","F49C12.5"
"PIERAPT00000032130","PIERAPG00000013519","PRUNE"
"PIERAPT00000032131","PIERAPG00000013520","Prdm13"
"PIERAPT00000032133","PIERAPG00000013521","CHRNA7_3"
"PIERAPT00000032135","PIERAPG00000013522","Cyp18a1_3"
"PIERAPT00000032136","PIERAPG00000013523","BAIAP3_2"
"PIERAPT00000032138","PIERAPG00000013524","G112350"
"PIERAPT00000032141","PIERAPG00000013525","HSFA3"
"PIERAPT00000032142","PIERAPG00000013526","nrf-6_20"
"PIERAPT00000032144","PIERAPG00000013527","hdac8"
"PIERAPT00000032147","PIERAPG00000013528","ruvA_2"
"PIERAPT00000032148","PIERAPG00000013529","At1g21780"
"PIERAPT00000032149","PIERAPG00000013530","BAI3hisA"
"PIERAPT00000032152","PIERAPG00000013531","ncl-1"
"PIERAPT00000032153","PIERAPG00000013532","NOP9"
"PIERAPT00000032154","PIERAPG00000013533","EST6_7"
"PIERAPT00000032157","PIERAPG00000013534","Ccdc65_2"
"PIERAPT00000032158","PIERAPG00000013535","ARHGAP4"
"PIERAPT00000032159","PIERAPG00000013536","Mmp16_3"
"PIERAPT00000032160","PIERAPG00000013537","ea_11"
"PIERAPT00000032161","PIERAPG00000013538","PRPH2_2"
"PIERAPT00000032165","PIERAPG00000013539","Ect4_2"
"PIERAPT00000032170","PIERAPG00000013540","ftsE"
"PIERAPT00000032174","PIERAPG00000013541","Sv2bSV2A_2"
"PIERAPT00000032176","PIERAPG00000013542","Mob4"
"PIERAPT00000032178","PIERAPG00000013543","PRPF38B"
"PIERAPT00000032179","PIERAPG00000013544","TAF3"
"PIERAPT00000032180","PIERAPG00000013545","SIX4"
"PIERAPT00000032181","PIERAPG00000013546","STX16"
"PIERAPT00000032190","PIERAPG00000013547","alpha-Cat"
"PIERAPT00000032193","PIERAPG00000013548","bceA"
"PIERAPT00000032194","PIERAPG00000013549","DDB_G0274169"
"PIERAPT00000032195","PIERAPG00000013550","rpmE"
"PIERAPT00000032197","PIERAPG00000013551","SLC26A11_4"
"PIERAPT00000032200","PIERAPG00000013552","ZNF540_2"
"PIERAPT00000032201","PIERAPG00000013553","GPATCH4"
"PIERAPT00000032202","PIERAPG00000013554","shakB"
"PIERAPT00000032205","PIERAPG00000013555","CG11103_2"
"PIERAPT00000032206","PIERAPG00000013556","G103600"
"PIERAPT00000032209","PIERAPG00000013557","RKM5"
"PIERAPT00000032213","PIERAPG00000013558","bru"
"PIERAPT00000032217","PIERAPG00000013559","Lap1_2"
"PIERAPT00000032218","PIERAPG00000013560","guaA_3"
"PIERAPT00000032219","PIERAPG00000013561","Prss44_3"
"PIERAPT00000032221","PIERAPG00000013562","U2surp"
"PIERAPT00000032239","PIERAPG00000013563","caz"
"PIERAPT00000032241","PIERAPG00000013564","NINJ1_2"
"PIERAPT00000032242","PIERAPG00000013565","ispF"
"PIERAPT00000032243","PIERAPG00000013566","l(2)efl_8"
"PIERAPT00000032246","PIERAPG00000013567","Eif2d"
"PIERAPT00000032249","PIERAPG00000013568","MA_2613/MASerpinb13"
"PIERAPT00000032253","PIERAPG00000013569","CYP12A2_4"
"PIERAPT00000032261","PIERAPG00000013570","sob"
"PIERAPT00000032263","PIERAPG00000013571","RAB24"
"PIERAPT00000032264","PIERAPG00000013572","pat-3"
"PIERAPT00000032265","PIERAPG00000013573","CCBL2_2"
"PIERAPT00000032267","PIERAPG00000013574","citF"
"PIERAPT00000032269","PIERAPG00000013575","CTRB1_2"
"PIERAPT00000032272","PIERAPG00000013576","MBD6"
"PIERAPT00000032276","PIERAPG00000013577","Dicer1_2"
"PIERAPT00000032278","PIERAPG00000013578","metK"
"PIERAPT00000032280","PIERAPG00000013579","Mcm3"
"PIERAPT00000032289","PIERAPG00000013580","G108971"
"PIERAPT00000032291","PIERAPG00000013581","beta-SpecSptan1SPTBN2"
"PIERAPT00000032299","PIERAPG00000013582","KLKB1_4"
"PIERAPT00000032301","PIERAPG00000013583","ermp1"
"PIERAPT00000032303","PIERAPG00000013584","dos"
"PIERAPT00000032305","PIERAPG00000013585","DFB1"
"PIERAPT00000032306","PIERAPG00000013586","Cops4_2"
"PIERAPT00000032309","PIERAPG00000013587","EXOSC10"
"PIERAPT00000032310","PIERAPG00000013588","vars"
"PIERAPT00000032311","PIERAPG00000013589","SETD1A"
"PIERAPT00000032312","PIERAPG00000013590","CCDC13"
"PIERAPT00000032313","PIERAPG00000013591","NLGN4Y"
"PIERAPT00000032314","PIERAPG00000013592","CG14806"
"PIERAPT00000032315","PIERAPG00000013593","crb_3"
"PIERAPT00000032319","PIERAPG00000013594","Mllt3_2"
"PIERAPT00000032324","PIERAPG00000013595","ZDHHC14"
"PIERAPT00000032325","PIERAPG00000013596","ROBO2_2"
"PIERAPT00000032327","PIERAPG00000013597","DDX5"
"PIERAPT00000032328","PIERAPG00000013598","ACAA2"
"PIERAPT00000032330","PIERAPG00000013599","cpg-2"
"PIERAPT00000032331","PIERAPG00000013600","dio2"
"PIERAPT00000032332","PIERAPG00000013601","CFAP20"
"PIERAPT00000032333","PIERAPG00000013602","TXNDC9"
"PIERAPT00000032334","PIERAPG00000013603","Nckipsd"
"PIERAPT00000032336","PIERAPG00000013604","Tnks_3"
"PIERAPT00000032337","PIERAPG00000013605","TRYP_14"
"PIERAPT00000032338","PIERAPG00000013606","pol_6"
"PIERAPT00000032341","PIERAPG00000013607","AGL2"
"PIERAPT00000032343","PIERAPG00000013608","TMEM50A"
"PIERAPT00000032345","PIERAPG00000013609","TMEM62"
"PIERAPT00000032346","PIERAPG00000013610","STMN4"
"PIERAPT00000032348","PIERAPG00000013611","DLC1_2"
"PIERAPT00000032356","PIERAPG00000013612","TM9SF4_2"
"PIERAPT00000032357","PIERAPG00000013613","Macrod2_2"
"PIERAPT00000032359","PIERAPG00000013614","pburs"
"PIERAPT00000032360","PIERAPG00000013615","purD"
"PIERAPT00000032361","PIERAPG00000013616","ZNF622"
"PIERAPT00000032367","PIERAPG00000013617","slc7a14aSLC7A2"
"PIERAPT00000032370","PIERAPG00000013618","nrf-6_21"
"PIERAPT00000032372","PIERAPG00000013619","manX_2"
"PIERAPT00000032373","PIERAPG00000013620","PDE7A"
"PIERAPT00000032378","PIERAPG00000013621","SLC29A3_2"
"PIERAPT00000032379","PIERAPG00000013622","POLG_3"
"PIERAPT00000032381","PIERAPG00000013623","Lipt1RMS5"
"PIERAPT00000032382","PIERAPG00000013624","npr"
"PIERAPT00000032383","PIERAPG00000013625","Ces2c"
"PIERAPT00000032385","PIERAPG00000013626","yieK"
"PIERAPT00000032387","PIERAPG00000013627","Fen1"
"PIERAPT00000032388","PIERAPG00000013628","ams1"
"PIERAPT00000032389","PIERAPG00000013629","DERL2"
"PIERAPT00000032391","PIERAPG00000013630","Gpc6"
"PIERAPT00000032393","PIERAPG00000013631","NMBR"
"PIERAPT00000032395","PIERAPG00000013632","Prss30"
"PIERAPT00000032396","PIERAPG00000013633","TRF_6"
"PIERAPT00000032400","PIERAPG00000013634","Wdr16"
"PIERAPT00000032406","PIERAPG00000013635","HEATR2"
"PIERAPT00000032407","PIERAPG00000013636","prfC"
"PIERAPT00000032408","PIERAPG00000013637","ndfip1"
"PIERAPT00000032410","PIERAPG00000013638","KDR_3"
"PIERAPT00000032411","PIERAPG00000013639","G111898"
"PIERAPT00000032412","PIERAPG00000013640","G110189"
"PIERAPT00000032414","PIERAPG00000013641","PLEKHG1HARBI1"
"PIERAPT00000032415","PIERAPG00000013642","kra"
"PIERAPT00000032416","PIERAPG00000013643","Tssk1b_2"
"PIERAPT00000032419","PIERAPG00000013644","TTPAL_7"
"PIERAPT00000032420","PIERAPG00000013645","SCAF11"
"PIERAPT00000032422","PIERAPG00000013646","C9orf116"
"PIERAPT00000032423","PIERAPG00000013647","G112322"
"PIERAPT00000032424","PIERAPG00000013648","Ccdc34"
"PIERAPT00000032427","PIERAPG00000013649","Pwwp2a"
"PIERAPT00000032428","PIERAPG00000013650","ANKLE1"
"PIERAPT00000032430","PIERAPG00000013651","reep2"
"PIERAPT00000032431","PIERAPG00000013652","SPG11"
"PIERAPT00000032432","PIERAPG00000013653","Cbx5_2"
"PIERAPT00000032433","PIERAPG00000013654","UL53"
"PIERAPT00000032434","PIERAPG00000013655","Cars2"
"PIERAPT00000032435","PIERAPG00000013656","Tmprss15CELA2A"
"PIERAPT00000032439","PIERAPG00000013657","rpsD_3"
"PIERAPT00000032440","PIERAPG00000013658","aspS_2"
"PIERAPT00000032441","PIERAPG00000013659","APOB_2"
"PIERAPT00000032442","PIERAPG00000013660","ATPsyn-d_2"
"PIERAPT00000032443","PIERAPG00000013661","ast"
"PIERAPT00000032445","PIERAPG00000013662","Vps11_2"
"PIERAPT00000032449","PIERAPG00000013663","G103064"
"PIERAPT00000032451","PIERAPG00000013664","pgant2_2"
"PIERAPT00000032452","PIERAPG00000013665","RBM6"
"PIERAPT00000032455","PIERAPG00000013666","Pigl"
"PIERAPT00000032457","PIERAPG00000013667","oct-1_5"
"PIERAPT00000032458","PIERAPG00000013668","CCDC96"
"PIERAPT00000032460","PIERAPG00000013669","Lrrc23"
"PIERAPT00000032461","PIERAPG00000013670","inx1_2"
"PIERAPT00000032462","PIERAPG00000013671","grtp1a"
"PIERAPT00000032463","PIERAPG00000013672","CUD2_8"
"PIERAPT00000032464","PIERAPG00000013673","CACNG4"
"PIERAPT00000032465","PIERAPG00000013674","XCC2288"
"PIERAPT00000032466","PIERAPG00000013675","Cirl"
"PIERAPT00000032469","PIERAPG00000013676","LIPI_6"
"PIERAPT00000032471","PIERAPG00000013677","DNAL1"
"PIERAPT00000032473","PIERAPG00000013678","Scd1_3"
"PIERAPT00000032474","PIERAPG00000013679","G106074"
"PIERAPT00000032475","PIERAPG00000013680","sec5_2"
"PIERAPT00000032477","PIERAPG00000013681","tim"
"PIERAPT00000032486","PIERAPG00000013682","otomp"
"PIERAPT00000032487","PIERAPG00000013683","jub"
"PIERAPT00000032488","PIERAPG00000013684","G107334"
"PIERAPT00000032489","PIERAPG00000013685","CG32754"
"PIERAPT00000032491","PIERAPG00000013686","PCDH11XDGCR2"
"PIERAPT00000032501","PIERAPG00000013687","snk_11"
"PIERAPT00000032502","PIERAPG00000013688","Obp66_3"
"PIERAPT00000032504","PIERAPG00000013689","Aldh5a1"
"PIERAPT00000032506","PIERAPG00000013690","not"
"PIERAPT00000032510","PIERAPG00000013691","Ice"
"PIERAPT00000032513","PIERAPG00000013692","GCC2"
"PIERAPT00000032517","PIERAPG00000013693","clsA"
"PIERAPT00000032518","PIERAPG00000013694","Eftud1"
"PIERAPT00000032522","PIERAPG00000013695","Ip6k3"
"PIERAPT00000032526","PIERAPG00000013696","wnt10aWnt7b"
"PIERAPT00000032527","PIERAPG00000013697","l(1)G0156_2"
"PIERAPT00000032529","PIERAPG00000013698","SVOP"
"PIERAPT00000032532","PIERAPG00000013699","UGT2B13UGT2C1"
"PIERAPT00000032535","PIERAPG00000013700","G106486"
"PIERAPT00000032536","PIERAPG00000013701","TMLHE_4"
"PIERAPT00000032538","PIERAPG00000013702","infB_21"
"PIERAPT00000032539","PIERAPG00000013703","Herc2"
"PIERAPT00000032540","PIERAPG00000013704","G113490"
"PIERAPT00000032541","PIERAPG00000013705","wibg"
"PIERAPT00000032542","PIERAPG00000013706","blos2_2"
"PIERAPT00000032543","PIERAPG00000013707","cut-1_4"
"PIERAPT00000032545","PIERAPG00000013708","Pogk_2"
"PIERAPT00000032546","PIERAPG00000013709","Nxf1"
"PIERAPT00000032547","PIERAPG00000013710","Rad17_3"
"PIERAPT00000032548","PIERAPG00000013711","BSX_2"
"PIERAPT00000032549","PIERAPG00000013712","treR"
"PIERAPT00000032550","PIERAPG00000013713","Trib2"
"PIERAPT00000032553","PIERAPG00000013714","SEC62"
"PIERAPT00000032558","PIERAPG00000013715","sigV"
"PIERAPT00000032559","PIERAPG00000013716","BAZ2B_4"
"PIERAPT00000032560","PIERAPG00000013717","Slc6a17_2"
"PIERAPT00000032561","PIERAPG00000013718","COQ5"
"PIERAPT00000032562","PIERAPG00000013719","pcnx"
"PIERAPT00000032563","PIERAPG00000013720","Ice_2"
"PIERAPT00000032564","PIERAPG00000013721","CHYM2_13"
"PIERAPT00000032565","PIERAPG00000013722","l(1)G0156_3"
"PIERAPT00000032566","PIERAPG00000013723","OV16"
"PIERAPT00000032570","PIERAPG00000013724","TNS4"
"PIERAPT00000032573","PIERAPG00000013725","G109682"
"PIERAPT00000032574","PIERAPG00000013726","Nup88"
"PIERAPT00000032575","PIERAPG00000013727","NDRG3_2"
"PIERAPT00000032577","PIERAPG00000013728","DHX33_2"
"PIERAPT00000032578","PIERAPG00000013729","Zfand2b"
"PIERAPT00000032579","PIERAPG00000013730","nth_2"
"PIERAPT00000032581","PIERAPG00000013731","slc36a4_7"
"PIERAPT00000032582","PIERAPG00000013732","Ttpal_10"
"PIERAPT00000032584","PIERAPG00000013733","ube2ia"
"PIERAPT00000032586","PIERAPG00000013734","CFAP61_3"
"PIERAPT00000032593","PIERAPG00000013735","slc12a9_2"
"PIERAPT00000032596","PIERAPG00000013736","rafD_2"
"PIERAPT00000032597","PIERAPG00000013737","glgP"
"PIERAPT00000032598","PIERAPG00000013738","CALM_5"
"PIERAPT00000032599","PIERAPG00000013739","TD1"
"PIERAPT00000032601","PIERAPG00000013740","bbs9"
"PIERAPT00000032602","PIERAPG00000013741","TGFBR2"
"PIERAPT00000032603","PIERAPG00000013742","VP7"
"PIERAPT00000032604","PIERAPG00000013743","PDIA3"
"PIERAPT00000032606","PIERAPG00000013744","eIF3-S10hisI"
"PIERAPT00000032609","PIERAPG00000013745","ADTRP_5"
"PIERAPT00000032611","PIERAPG00000013746","Pole4"
"PIERAPT00000032612","PIERAPG00000013747","cue"
"PIERAPT00000032613","PIERAPG00000013748","AGAP003534"
"PIERAPT00000032614","PIERAPG00000013749","Wasl"
"PIERAPT00000032615","PIERAPG00000013750","KCTD3"
"PIERAPT00000032618","PIERAPG00000013751","pyrG_5"
"PIERAPT00000032619","PIERAPG00000013752","Mdh1_4"
"PIERAPT00000032620","PIERAPG00000013753","MORN4"
"PIERAPT00000032621","PIERAPG00000013754","BRIP1_2"
"PIERAPT00000032623","PIERAPG00000013755","Nalcn_5"
"PIERAPT00000032624","PIERAPG00000013756","Smc5"
"PIERAPT00000032630","PIERAPG00000013757","ZNF552frrZNF782ZNF227"
"PIERAPT00000032632","PIERAPG00000013758","SRP14_2"
"PIERAPT00000032633","PIERAPG00000013759","ohrR"
"PIERAPT00000032634","PIERAPG00000013760","polo_2"
"PIERAPT00000032635","PIERAPG00000013761","FRI3_2"
"PIERAPT00000032636","PIERAPG00000013762","rab3-GEF_5"
"PIERAPT00000032638","PIERAPG00000013763","Hcn2"
"PIERAPT00000032641","PIERAPG00000013764","G100297"
"PIERAPT00000032644","PIERAPG00000013765","sma-2"
"PIERAPT00000032647","PIERAPG00000013766","PPP1R36"
"PIERAPT00000032649","PIERAPG00000013767","Obp68_3"
"PIERAPT00000032653","PIERAPG00000013768","notch1aNOTCH3notch1N"
"PIERAPT00000032656","PIERAPG00000013769","glmM_4"
"PIERAPT00000032659","PIERAPG00000013770","l(2)03659_9"
"PIERAPT00000032660","PIERAPG00000013771","purD_2"
"PIERAPT00000032661","PIERAPG00000013772","calm"
"PIERAPT00000032662","PIERAPG00000013773","secA_4"
"PIERAPT00000032663","PIERAPG00000013774","ywzA"
"PIERAPT00000032664","PIERAPG00000013775","DHX8"
"PIERAPT00000032672","PIERAPG00000013776","CG1657"
"PIERAPT00000032673","PIERAPG00000013777","UTP20_4"
"PIERAPT00000032674","PIERAPG00000013778","Schip1LAMC1"
"PIERAPT00000032677","PIERAPG00000013779","Abcb6_2"
"PIERAPT00000032681","PIERAPG00000013780","CalpBCalpA"
"PIERAPT00000032693","PIERAPG00000013781","HYEP"
"PIERAPT00000032694","PIERAPG00000013782","ypjC_2"
"PIERAPT00000032695","PIERAPG00000013783","clvs1"
"PIERAPT00000032697","PIERAPG00000013784","ODF3B"
"PIERAPT00000032698","PIERAPG00000013785","snf8"
"PIERAPT00000032699","PIERAPG00000013786","mRpS25"
"PIERAPT00000032700","PIERAPG00000013787","Supv3l1"
"PIERAPT00000032701","PIERAPG00000013788","Slc7a6_3"
"PIERAPT00000032702","PIERAPG00000013789","RpL37"
"PIERAPT00000032703","PIERAPG00000013790","G102513"
"PIERAPT00000032704","PIERAPG00000013791","PNLIPRP2_9"
"PIERAPT00000032710","PIERAPG00000013792","rab11fip4a"
"PIERAPT00000032718","PIERAPG00000013793","Def_2"
"PIERAPT00000032719","PIERAPG00000013794","Dusp23_2"
"PIERAPT00000032720","PIERAPG00000013795","Rtc1"
"PIERAPT00000032721","PIERAPG00000013796","KCNH4"
"PIERAPT00000032722","PIERAPG00000013797","tfb1m_2"
"PIERAPT00000032726","PIERAPG00000013798","Dscam2DSCAM"
"PIERAPT00000032733","PIERAPG00000013799","G101233"
"PIERAPT00000032734","PIERAPG00000013800","znf830"
"PIERAPT00000032739","PIERAPG00000013801","Lcp1"
"PIERAPT00000032741","PIERAPG00000013802","tmem177"
"PIERAPT00000032744","PIERAPG00000013803","DOK3CATLLCTSV"
"PIERAPT00000032745","PIERAPG00000013804","TRYP_15"
"PIERAPT00000032746","PIERAPG00000013805","C09D4.1_2"
"PIERAPT00000032747","PIERAPG00000013806","glmM_5"
"PIERAPT00000032748","PIERAPG00000013807","CG7048"
"PIERAPT00000032750","PIERAPG00000013808","slc36a4_8"
"PIERAPT00000032752","PIERAPG00000013809","st"
"PIERAPT00000032757","PIERAPG00000013810","slr0264"
"PIERAPT00000032759","PIERAPG00000013811","gGDGK5"
"PIERAPT00000032761","PIERAPG00000013812","SEMA3C_2"
"PIERAPT00000032762","PIERAPG00000013813","Kdm2"
"PIERAPT00000032765","PIERAPG00000013814","mtnA_2"
"PIERAPT00000032771","PIERAPG00000013815","Etl1_3"
"PIERAPT00000032775","PIERAPG00000013816","yuzA"
"PIERAPT00000032776","PIERAPG00000013817","CDA"
"PIERAPT00000032777","PIERAPG00000013818","Tnpo1"
"PIERAPT00000032781","PIERAPG00000013819","eIF5_3"
"PIERAPT00000032785","PIERAPG00000013820","RCJMB04_5l6"
"PIERAPT00000032788","PIERAPG00000013821","lon"
"PIERAPT00000032792","PIERAPG00000013822","MINPP1_3"
"PIERAPT00000032796","PIERAPG00000013823","plsX_3"
"PIERAPT00000032799","PIERAPG00000013824","DDB1"
"PIERAPT00000032800","PIERAPG00000013825","epsilonTry_3"
"PIERAPT00000032801","PIERAPG00000013826","Ssbp3"
"PIERAPT00000032806","PIERAPG00000013827","PCMTD1TIC214"
"PIERAPT00000032809","PIERAPG00000013828","Cpa2_4"
"PIERAPT00000032810","PIERAPG00000013829","SYNPCC7002_A2812"
"PIERAPT00000032812","PIERAPG00000013830","CG17726_2"
