"TranscriptID","GeneID","GeneName"
"PIERAPT00000015442","PIERAPG00000006413","PNLIP_5"
"PIERAPT00000015443","PIERAPG00000006414","Ifrd1"
"PIERAPT00000015444","PIERAPG00000006415","Gld_13"
"PIERAPT00000015445","PIERAPG00000006416","AK7"
"PIERAPT00000015446","PIERAPG00000006417","LamC"
"PIERAPT00000015448","PIERAPG00000006418","adkSNOG"
"PIERAPT00000015449","PIERAPG00000006419","ppe54"
"PIERAPT00000015451","PIERAPG00000006420","PGRP-LB"
"PIERAPT00000015453","PIERAPG00000006421","Wfs1_2"
"PIERAPT00000015454","PIERAPG00000006422","CanA-14F"
"PIERAPT00000015455","PIERAPG00000006423","trh_2"
"PIERAPT00000015457","PIERAPG00000006424","ninaGChdh"
"PIERAPT00000015459","PIERAPG00000006425","mgp1"
"PIERAPT00000015460","PIERAPG00000006426","amyD"
"PIERAPT00000015461","PIERAPG00000006427","AGAP006187"
"PIERAPT00000015463","PIERAPG00000006428","Vha36-1"
"PIERAPT00000015465","PIERAPG00000006429","Tret1_21"
"PIERAPT00000015470","PIERAPG00000006430","AGAP009949AAEL006684"
"PIERAPT00000015471","PIERAPG00000006431","CYP6B2_2"
"PIERAPT00000015474","PIERAPG00000006432","ruvbl2rept"
"PIERAPT00000015475","PIERAPG00000006433","TSC1_2"
"PIERAPT00000015479","PIERAPG00000006434","INTS7"
"PIERAPT00000015482","PIERAPG00000006435","SULT1C4_2"
"PIERAPT00000015483","PIERAPG00000006436","AAEL008004"
"PIERAPT00000015485","PIERAPG00000006437","ZFP2"
"PIERAPT00000015488","PIERAPG00000006438","C1TC"
"PIERAPT00000015493","PIERAPG00000006439","Clasp1"
"PIERAPT00000015494","PIERAPG00000006440","gbs1889"
"PIERAPT00000015495","PIERAPG00000006441","kinX"
"PIERAPT00000015496","PIERAPG00000006442","shkC"
"PIERAPT00000015497","PIERAPG00000006443","G106065"
"PIERAPT00000015498","PIERAPG00000006444","SOX14_2"
"PIERAPT00000015499","PIERAPG00000006445","Zw10_2"
"PIERAPT00000015502","PIERAPG00000006446","GZMM"
"PIERAPT00000015503","PIERAPG00000006447","AAEL013712_2"
"PIERAPT00000015505","PIERAPG00000006448","AAEL001501"
"PIERAPT00000015509","PIERAPG00000006449","GBE1GLC3"
"PIERAPT00000015512","PIERAPG00000006450","SCARB1_3"
"PIERAPT00000015516","PIERAPG00000006451","Gvin1"
"PIERAPT00000015517","PIERAPG00000006452","coa5"
"PIERAPT00000015518","PIERAPG00000006453","poc1bGB1"
"PIERAPT00000015520","PIERAPG00000006454","SPAC26F1.07"
"PIERAPT00000015522","PIERAPG00000006455","PGM2"
"PIERAPT00000015528","PIERAPG00000006456","NSMAF"
"PIERAPT00000015529","PIERAPG00000006457","Tbcel"
"PIERAPT00000015530","PIERAPG00000006458","CERS6_2"
"PIERAPT00000015531","PIERAPG00000006459","P65-C"
"PIERAPT00000015532","PIERAPG00000006460","Vac14"
"PIERAPT00000015534","PIERAPG00000006461","ttcA_4"
"PIERAPT00000015535","PIERAPG00000006462","PLCbest-26"
"PIERAPT00000015537","PIERAPG00000006463","CII"
"PIERAPT00000015538","PIERAPG00000006464","M6pr_2"
"PIERAPT00000015539","PIERAPG00000006465","Slc39a11"
"PIERAPT00000015540","PIERAPG00000006466","PA2"
"PIERAPT00000015541","PIERAPG00000006467","epi-1"
"PIERAPT00000015543","PIERAPG00000006468","sdk"
"PIERAPT00000015546","PIERAPG00000006469","TOP2"
"PIERAPT00000015547","PIERAPG00000006470","HSPBAP1"
"PIERAPT00000015552","PIERAPG00000006471","CYB561D1LAL5"
"PIERAPT00000015554","PIERAPG00000006472","TMLHE_2"
"PIERAPT00000015555","PIERAPG00000006473","asf1"
"PIERAPT00000015556","PIERAPG00000006474","WDR13"
"PIERAPT00000015566","PIERAPG00000006475","DDX11L8DDX11"
"PIERAPT00000015576","PIERAPG00000006476","oct-1_3"
"PIERAPT00000015577","PIERAPG00000006477","Spase22-23"
"PIERAPT00000015579","PIERAPG00000006478","G113948"
"PIERAPT00000015580","PIERAPG00000006479","gatA_2"
"PIERAPT00000015583","PIERAPG00000006480","G108819"
"PIERAPT00000015584","PIERAPG00000006481","Ccar1"
"PIERAPT00000015586","PIERAPG00000006482","meigo"
"PIERAPT00000015587","PIERAPG00000006483","yqeY"
"PIERAPT00000015591","PIERAPG00000006484","TTLL5_2"
"PIERAPT00000015592","PIERAPG00000006485","Fam162a"
"PIERAPT00000015593","PIERAPG00000006486","G3BP2"
"PIERAPT00000015594","PIERAPG00000006487","kcnq1"
"PIERAPT00000015595","PIERAPG00000006488","ANAPC2"
"PIERAPT00000015598","PIERAPG00000006489","twf"
"PIERAPT00000015599","PIERAPG00000006490","ACADSB"
"PIERAPT00000015601","PIERAPG00000006491","Dnah3"
"PIERAPT00000015603","PIERAPG00000006492","SPAC2E11.16c"
"PIERAPT00000015604","PIERAPG00000006493","orai1"
"PIERAPT00000015605","PIERAPG00000006494","Prpf6"
"PIERAPT00000015608","PIERAPG00000006495","CHYM1_6"
"PIERAPT00000015609","PIERAPG00000006496","sdk_2"
"PIERAPT00000015610","PIERAPG00000006497","Nlk"
"PIERAPT00000015611","PIERAPG00000006498","ZMYND15"
"PIERAPT00000015612","PIERAPG00000006499","xerS"
"PIERAPT00000015615","PIERAPG00000006500","CASK"
"PIERAPT00000015617","PIERAPG00000006501","G112246"
"PIERAPT00000015618","PIERAPG00000006502","sqz"
"PIERAPT00000015620","PIERAPG00000006503","betaTub60D"
"PIERAPT00000015621","PIERAPG00000006504","lysoz_3"
"PIERAPT00000015622","PIERAPG00000006505","Tomm20"
"PIERAPT00000015623","PIERAPG00000006506","PRMT5"
"PIERAPT00000015630","PIERAPG00000006507","tmem11-b"
"PIERAPT00000015631","PIERAPG00000006508","PNLIPRP2_4"
"PIERAPT00000015632","PIERAPG00000006509","Wdr35_2"
"PIERAPT00000015633","PIERAPG00000006510","G109842"
"PIERAPT00000015637","PIERAPG00000006511","ALN_2"
"PIERAPT00000015640","PIERAPG00000006512","NCPR"
"PIERAPT00000015642","PIERAPG00000006513","SLC7A6"
"PIERAPT00000015646","PIERAPG00000006514","tig_4"
"PIERAPT00000015647","PIERAPG00000006515","gbs1889_2"
"PIERAPT00000015648","PIERAPG00000006516","Agrn_2"
"PIERAPT00000015649","PIERAPG00000006517","CG17365"
"PIERAPT00000015650","PIERAPG00000006518","galP"
"PIERAPT00000015651","PIERAPG00000006519","Grhpr"
"PIERAPT00000015652","PIERAPG00000006520","G106991"
"PIERAPT00000015653","PIERAPG00000006521","ESTF_11"
"PIERAPT00000015654","PIERAPG00000006522","Cbp53E"
"PIERAPT00000015655","PIERAPG00000006523","Tret1SFP2"
"PIERAPT00000015668","PIERAPG00000006524","mdoH_2"
"PIERAPT00000015669","PIERAPG00000006525","ppi1"
"PIERAPT00000015672","PIERAPG00000006526","GPR125"
"PIERAPT00000015676","PIERAPG00000006527","Tjap1"
"PIERAPT00000015678","PIERAPG00000006528","G104426"
"PIERAPT00000015679","PIERAPG00000006529","KATNA1"
"PIERAPT00000015682","PIERAPG00000006530","lamc1"
"PIERAPT00000015683","PIERAPG00000006531","ZG57"
"PIERAPT00000015688","PIERAPG00000006532","VPK2ETA_26410"
"PIERAPT00000015690","PIERAPG00000006533","eIF3-S7"
"PIERAPT00000015691","PIERAPG00000006534","CDC6"
"PIERAPT00000015693","PIERAPG00000006535","Lars2"
"PIERAPT00000015697","PIERAPG00000006536","HBS1L"
"PIERAPT00000015698","PIERAPG00000006537","patl1_2"
"PIERAPT00000015701","PIERAPG00000006538","FUT6"
"PIERAPT00000015703","PIERAPG00000006539","G114294"
"PIERAPT00000015704","PIERAPG00000006540","DBI"
"PIERAPT00000015706","PIERAPG00000006541","ZNF510ZNF32"
"PIERAPT00000015709","PIERAPG00000006542","Exd1"
"PIERAPT00000015713","PIERAPG00000006543","G106516"
"PIERAPT00000015714","PIERAPG00000006544","Nup155"
"PIERAPT00000015716","PIERAPG00000006545","beg"
"PIERAPT00000015717","PIERAPG00000006546","ATP6AP1"
"PIERAPT00000015719","PIERAPG00000006547","plsX"
"PIERAPT00000015722","PIERAPG00000006548","G113001"
"PIERAPT00000015726","PIERAPG00000006549","Dat_4"
"PIERAPT00000015728","PIERAPG00000006550","NDUFB7"
"PIERAPT00000015733","PIERAPG00000006551","G106364"
"PIERAPT00000015735","PIERAPG00000006552","SLC31A1_3"
"PIERAPT00000015736","PIERAPG00000006553","USP7_2"
"PIERAPT00000015737","PIERAPG00000006554","G105608"
"PIERAPT00000015740","PIERAPG00000006555","nfoORC1B"
"PIERAPT00000015743","PIERAPG00000006556","Ppn"
"PIERAPT00000015745","PIERAPG00000006557","ZNHIT2"
"PIERAPT00000015746","PIERAPG00000006558","macB_2"
"PIERAPT00000015747","PIERAPG00000006559","Tenm3"
"PIERAPT00000015749","PIERAPG00000006560","VPS11"
"PIERAPT00000015752","PIERAPG00000006561","Cctgamma"
"PIERAPT00000015753","PIERAPG00000006562","Det1"
"PIERAPT00000015754","PIERAPG00000006563","mnmG_2"
"PIERAPT00000015755","PIERAPG00000006564","Tymp"
"PIERAPT00000015756","PIERAPG00000006565","Rnf135"
"PIERAPT00000015758","PIERAPG00000006566","ints4"
"PIERAPT00000015765","PIERAPG00000006567","iolXZswim5"
"PIERAPT00000015766","PIERAPG00000006568","psmb4"
"PIERAPT00000015767","PIERAPG00000006569","FeCh"
"PIERAPT00000015768","PIERAPG00000006570","NF2"
"PIERAPT00000015771","PIERAPG00000006571","PIGP"
"PIERAPT00000015772","PIERAPG00000006572","hisD"
"PIERAPT00000015773","PIERAPG00000006573","G112975"
"PIERAPT00000015775","PIERAPG00000006574","Ddx24_2"
"PIERAPT00000015777","PIERAPG00000006575","CD9IM23"
"PIERAPT00000015779","PIERAPG00000006576","RhoGAP100F"
"PIERAPT00000015781","PIERAPG00000006577","adra2db"
"PIERAPT00000015783","PIERAPG00000006578","SNX6"
"PIERAPT00000015784","PIERAPG00000006579","HET-E1"
"PIERAPT00000015785","PIERAPG00000006580","LRRC43cep97"
"PIERAPT00000015789","PIERAPG00000006581","HDC"
"PIERAPT00000015790","PIERAPG00000006582","Gpc5"
"PIERAPT00000015791","PIERAPG00000006583","N2L"
"PIERAPT00000015792","PIERAPG00000006584","pyrK"
"PIERAPT00000015793","PIERAPG00000006585","OVOS"
"PIERAPT00000015794","PIERAPG00000006586","Jupiter_2"
"PIERAPT00000015801","PIERAPG00000006587","PUS7"
"PIERAPT00000015803","PIERAPG00000006588","Abcd2"
"PIERAPT00000015816","PIERAPG00000006589","l(2)03659_4"
"PIERAPT00000015818","PIERAPG00000006590","Dmrt2"
"PIERAPT00000015819","PIERAPG00000006591","gatD"
"PIERAPT00000015821","PIERAPG00000006592","HIC2Sry-delta"
"PIERAPT00000015823","PIERAPG00000006593","Ror_2"
"PIERAPT00000015825","PIERAPG00000006594","TIF35rlmH"
"PIERAPT00000015826","PIERAPG00000006595","TBA"
"PIERAPT00000015827","PIERAPG00000006596","murB"
"PIERAPT00000015828","PIERAPG00000006597","Ppapdc2"
"PIERAPT00000015830","PIERAPG00000006598","unk"
"PIERAPT00000015832","PIERAPG00000006599","hisBAMP1"
"PIERAPT00000015833","PIERAPG00000006600","vcp"
"PIERAPT00000015835","PIERAPG00000006601","ODA1"
"PIERAPT00000015836","PIERAPG00000006602","CU03_3"
"PIERAPT00000015837","PIERAPG00000006603","EXOSC2"
"PIERAPT00000015838","PIERAPG00000006604","At5g47300"
"PIERAPT00000015839","PIERAPG00000006605","Rpd3"
"PIERAPT00000015840","PIERAPG00000006606","rnj1"
"PIERAPT00000015841","PIERAPG00000006607","SLC25A1"
"PIERAPT00000015842","PIERAPG00000006608","G110105"
"PIERAPT00000015846","PIERAPG00000006609","C1TC_2"
"PIERAPT00000015848","PIERAPG00000006610","CTR1_5"
"PIERAPT00000015853","PIERAPG00000006611","RrhSCOP1"
"PIERAPT00000015857","PIERAPG00000006612","Rest"
"PIERAPT00000015859","PIERAPG00000006613","Fmr1"
"PIERAPT00000015860","PIERAPG00000006614","rg_3"
"PIERAPT00000015861","PIERAPG00000006615","mug185CFTR"
"PIERAPT00000015863","PIERAPG00000006616","SAT2"
"PIERAPT00000015864","PIERAPG00000006617","EXOSC3"
"PIERAPT00000015865","PIERAPG00000006618","Gabbr1"
"PIERAPT00000015867","PIERAPG00000006619","SLC46A3_3"
"PIERAPT00000015868","PIERAPG00000006620","Picot_8"
"PIERAPT00000015869","PIERAPG00000006621","COGS_9"
"PIERAPT00000015870","PIERAPG00000006622","Obp19d_2"
"PIERAPT00000015871","PIERAPG00000006623","TM1040"
"PIERAPT00000015872","PIERAPG00000006624","Dgkq"
"PIERAPT00000015886","PIERAPG00000006625","timm21"
"PIERAPT00000015887","PIERAPG00000006626","Arl4c_2"
"PIERAPT00000015888","PIERAPG00000006627","alr"
"PIERAPT00000015889","PIERAPG00000006628","sbr"
"PIERAPT00000015890","PIERAPG00000006629","Chst11"
"PIERAPT00000015891","PIERAPG00000006630","psmb4_2"
"PIERAPT00000015892","PIERAPG00000006631","eep"
"PIERAPT00000015893","PIERAPG00000006632","Scn4a"
"PIERAPT00000015894","PIERAPG00000006633","hb"
"PIERAPT00000015895","PIERAPG00000006634","Dnah2_2"
"PIERAPT00000015898","PIERAPG00000006635","CU08_2"
"PIERAPT00000015901","PIERAPG00000006636","Dnaaf3"
"PIERAPT00000015905","PIERAPG00000006637","SPCC162.01c"
"PIERAPT00000015906","PIERAPG00000006638","folC"
"PIERAPT00000015912","PIERAPG00000006639","ZK637.1SV2BSv2c"
"PIERAPT00000015918","PIERAPG00000006640","N_2"
"PIERAPT00000015946","PIERAPG00000006641","CG42684"
"PIERAPT00000015950","PIERAPG00000006642","COX15"
"PIERAPT00000015951","PIERAPG00000006643","drs-1"
"PIERAPT00000015953","PIERAPG00000006644","VDPP4_2"
"PIERAPT00000015954","PIERAPG00000006645","TPK1"
"PIERAPT00000015956","PIERAPG00000006646","Tpcn1"
"PIERAPT00000015961","PIERAPG00000006647","Ance"
"PIERAPT00000015964","PIERAPG00000006648","NUF2"
"PIERAPT00000015967","PIERAPG00000006649","CG3887"
"PIERAPT00000015968","PIERAPG00000006650","rpsG"
"PIERAPT00000015970","PIERAPG00000006651","CG15093"
"PIERAPT00000015971","PIERAPG00000006652","CU19_5"
"PIERAPT00000015972","PIERAPG00000006653","ncs-2"
"PIERAPT00000015973","PIERAPG00000006654","CG6712"
"PIERAPT00000015975","PIERAPG00000006655","Ksr1"
"PIERAPT00000015978","PIERAPG00000006656","SDR16C5"
"PIERAPT00000015981","PIERAPG00000006657","eny2"
"PIERAPT00000015982","PIERAPG00000006658","pheT_3"
"PIERAPT00000015983","PIERAPG00000006659","TRYP_7"
"PIERAPT00000015991","PIERAPG00000006660","Dscam2Dscaml1"
"PIERAPT00000016004","PIERAPG00000006661","VKT2_2"
"PIERAPT00000016005","PIERAPG00000006662","ATF7IP"
"PIERAPT00000016006","PIERAPG00000006663","trpl"
"PIERAPT00000016008","PIERAPG00000006664","NPY1R"
"PIERAPT00000016009","PIERAPG00000006665","atpD"
"PIERAPT00000016010","PIERAPG00000006666","NBN"
"PIERAPT00000016012","PIERAPG00000006667","POLR3D"
"PIERAPT00000016018","PIERAPG00000006668","endA"
"PIERAPT00000016019","PIERAPG00000006669","PIP5K3CPR"
"PIERAPT00000016021","PIERAPG00000006670","dan"
"PIERAPT00000016022","PIERAPG00000006671","Bub1"
"PIERAPT00000016025","PIERAPG00000006672","crt"
"PIERAPT00000016027","PIERAPG00000006673","SCPL41_2"
"PIERAPT00000016028","PIERAPG00000006674","ABCG4_2"
"PIERAPT00000016031","PIERAPG00000006675","ATG14"
"PIERAPT00000016040","PIERAPG00000006676","Duox_3"
"PIERAPT00000016041","PIERAPG00000006677","yclP"
"PIERAPT00000016042","PIERAPG00000006678","eif4ebp3l"
"PIERAPT00000016043","PIERAPG00000006679","ESTF_12"
"PIERAPT00000016044","PIERAPG00000006680","Hlcs"
"PIERAPT00000016047","PIERAPG00000006681","Lipe"
"PIERAPT00000016055","PIERAPG00000006682","dnaE2mlr6575"
"PIERAPT00000016057","PIERAPG00000006683","NUP205"
"PIERAPT00000016058","PIERAPG00000006684","Strip1"
"PIERAPT00000016065","PIERAPG00000006685","PI4KA"
"PIERAPT00000016076","PIERAPG00000006686","CCDC101"
"PIERAPT00000016077","PIERAPG00000006687","SERPINB1"
"PIERAPT00000016083","PIERAPG00000006688","l(2)03659_5"
"PIERAPT00000016091","PIERAPG00000006689","Rbm28"
"PIERAPT00000016093","PIERAPG00000006690","kup"
"PIERAPT00000016094","PIERAPG00000006691","CG32751"
"PIERAPT00000016095","PIERAPG00000006692","C05D10.2"
"PIERAPT00000016099","PIERAPG00000006693","USP31"
"PIERAPT00000016104","PIERAPG00000006694","murF"
"PIERAPT00000016105","PIERAPG00000006695","ysdC"
"PIERAPT00000016109","PIERAPG00000006696","Hen1yomI"
"PIERAPT00000016111","PIERAPG00000006697","CG34384"
"PIERAPT00000016113","PIERAPG00000006698","NOSTRIN"
"PIERAPT00000016115","PIERAPG00000006699","HMCN2_2"
"PIERAPT00000016116","PIERAPG00000006700","Mmd2"
"PIERAPT00000016117","PIERAPG00000006701","MJ0943"
"PIERAPT00000016118","PIERAPG00000006702","AFF4"
"PIERAPT00000016125","PIERAPG00000006703","ufsp2"
"PIERAPT00000016128","PIERAPG00000006704","pelCfixG"
"PIERAPT00000016129","PIERAPG00000006705","TMPRSS13"
"PIERAPT00000016134","PIERAPG00000006706","CHYM1CHYM2"
"PIERAPT00000016137","PIERAPG00000006707","G100481"
"PIERAPT00000016138","PIERAPG00000006708","SDAD1"
"PIERAPT00000016139","PIERAPG00000006709","MIMI_L577"
"PIERAPT00000016146","PIERAPG00000006710","crn"
"PIERAPT00000016148","PIERAPG00000006711","PDE6D"
"PIERAPT00000016150","PIERAPG00000006712","Pdss2_2"
"PIERAPT00000016151","PIERAPG00000006713","CG8858_2"
"PIERAPT00000016153","PIERAPG00000006714","UL32"
"PIERAPT00000016155","PIERAPG00000006715","Dys_3"
"PIERAPT00000016156","PIERAPG00000006716","G101686"
"PIERAPT00000016158","PIERAPG00000006717","SFXN1"
"PIERAPT00000016159","PIERAPG00000006718","Cabin1"
"PIERAPT00000016160","PIERAPG00000006719","ORCK"
"PIERAPT00000016162","PIERAPG00000006720","Syne1anc-1"
"PIERAPT00000016166","PIERAPG00000006721","arcB_3"
"PIERAPT00000016174","PIERAPG00000006722","cnc"
"PIERAPT00000016178","PIERAPG00000006723","sqd"
"PIERAPT00000016179","PIERAPG00000006724","PTRHD1"
"PIERAPT00000016185","PIERAPG00000006725","Fur1_2"
"PIERAPT00000016190","PIERAPG00000006726","PyK_2"
"PIERAPT00000016191","PIERAPG00000006727","eg"
"PIERAPT00000016192","PIERAPG00000006728","F17H10.3"
"PIERAPT00000016198","PIERAPG00000006729","Fbn2FBN1"
"PIERAPT00000016204","PIERAPG00000006730","Tmprss12"
"PIERAPT00000016205","PIERAPG00000006731","lpxB"
"PIERAPT00000016210","PIERAPG00000006732","abd1rplR"
"PIERAPT00000016215","PIERAPG00000006733","Tril"
"PIERAPT00000016216","PIERAPG00000006734","CYC"
"PIERAPT00000016217","PIERAPG00000006735","creld2-a"
"PIERAPT00000016218","PIERAPG00000006736","NDUFA11"
"PIERAPT00000016219","PIERAPG00000006737","NSA2"
"PIERAPT00000016220","PIERAPG00000006738","ZNF8"
"PIERAPT00000016223","PIERAPG00000006739","MIPEP_2"
"PIERAPT00000016224","PIERAPG00000006740","Arap2"
"PIERAPT00000016226","PIERAPG00000006741","alsE"
"PIERAPT00000016227","PIERAPG00000006742","NDUFS4"
"PIERAPT00000016228","PIERAPG00000006743","Znf771"
"PIERAPT00000016235","PIERAPG00000006744","Rabgap1"
"PIERAPT00000016241","PIERAPG00000006745","sf3b3_2"
"PIERAPT00000016242","PIERAPG00000006746","queE"
"PIERAPT00000016244","PIERAPG00000006747","iHog"
"PIERAPT00000016249","PIERAPG00000006748","Nop2"
"PIERAPT00000016251","PIERAPG00000006749","TAS2R7"
"PIERAPT00000016252","PIERAPG00000006750","MDV043"
"PIERAPT00000016253","PIERAPG00000006751","SGP1"
"PIERAPT00000016254","PIERAPG00000006752","CG8833"
"PIERAPT00000016261","PIERAPG00000006753","G103696"
"PIERAPT00000016263","PIERAPG00000006754","RpS10"
"PIERAPT00000016264","PIERAPG00000006755","DLL4"
"PIERAPT00000016267","PIERAPG00000006756","ZNF57_3"
"PIERAPT00000016269","PIERAPG00000006757","AAEL011121CPIJ013394"
"PIERAPT00000016273","PIERAPG00000006758","Zc2hc1b"
"PIERAPT00000016280","PIERAPG00000006759","PARGutp4"
"PIERAPT00000016281","PIERAPG00000006760","GEMIN7"
"PIERAPT00000016282","PIERAPG00000006761","ASOAAO"
"PIERAPT00000016285","PIERAPG00000006762","mRpL28"
"PIERAPT00000016286","PIERAPG00000006763","SGF3"
"PIERAPT00000016287","PIERAPG00000006764","ydiF"
"PIERAPT00000016288","PIERAPG00000006765","Tstd3_2"
"PIERAPT00000016289","PIERAPG00000006766","ALDH5A1"
"PIERAPT00000016292","PIERAPG00000006767","svp"
"PIERAPT00000016293","PIERAPG00000006768","acn-1"
"PIERAPT00000016297","PIERAPG00000006769","ilvD"
"PIERAPT00000016298","PIERAPG00000006770","Dshi"
"PIERAPT00000016299","PIERAPG00000006771","TMEM57"
"PIERAPT00000016302","PIERAPG00000006772","MypopdeoB"
"PIERAPT00000016303","PIERAPG00000006773","prf1"
"PIERAPT00000016304","PIERAPG00000006774","ZC3H11A"
"PIERAPT00000016305","PIERAPG00000006775","hfw"
"PIERAPT00000016306","PIERAPG00000006776","EF_0922"
"PIERAPT00000016307","PIERAPG00000006777","Piga"
"PIERAPT00000016308","PIERAPG00000006778","CHGG"
"PIERAPT00000016309","PIERAPG00000006779","hoxa1"
"PIERAPT00000016311","PIERAPG00000006780","mei-9"
"PIERAPT00000016314","PIERAPG00000006781","rnf157"
"PIERAPT00000016318","PIERAPG00000006782","TM_0288"
"PIERAPT00000016319","PIERAPG00000006783","Il4r"
"PIERAPT00000016320","PIERAPG00000006784","SSP_2"
"PIERAPT00000016321","PIERAPG00000006785","lolal_5"
"PIERAPT00000016326","PIERAPG00000006786","OrctSLC22A5"
"PIERAPT00000016327","PIERAPG00000006787","NPC2_3"
"PIERAPT00000016328","PIERAPG00000006788","sibE"
"PIERAPT00000016329","PIERAPG00000006789","KAP120"
"PIERAPT00000016330","PIERAPG00000006790","Fam110c"
"PIERAPT00000016331","PIERAPG00000006791","CG5902_2"
"PIERAPT00000016333","PIERAPG00000006792","Mal-B2_3"
"PIERAPT00000016335","PIERAPG00000006793","mnb"
"PIERAPT00000016340","PIERAPG00000006794","FASTKD5"
"PIERAPT00000016341","PIERAPG00000006795","Edc4"
"PIERAPT00000016344","PIERAPG00000006796","heatr6"
"PIERAPT00000016350","PIERAPG00000006797","VPS29"
"PIERAPT00000016351","PIERAPG00000006798","GTF3C2"
"PIERAPT00000016353","PIERAPG00000006799","stg"
"PIERAPT00000016357","PIERAPG00000006800","INV"
"PIERAPT00000016361","PIERAPG00000006801","Akr1b1"
"PIERAPT00000016363","PIERAPG00000006802","BA71V-145"
"PIERAPT00000016365","PIERAPG00000006803","IMPIvps10"
"PIERAPT00000016367","PIERAPG00000006804","Ttpa_2"
"PIERAPT00000016368","PIERAPG00000006805","MPN_2"
"PIERAPT00000016369","PIERAPG00000006806","ROBO3"
"PIERAPT00000016370","PIERAPG00000006807","Abcf2"
"PIERAPT00000016373","PIERAPG00000006808","BH0128_2"
"PIERAPT00000016374","PIERAPG00000006809","TMLHE_3"
"PIERAPT00000016379","PIERAPG00000006810","G114689"
"PIERAPT00000016381","PIERAPG00000006811","si:dkey-263h23.3"
"PIERAPT00000016385","PIERAPG00000006812","RpS3"
"PIERAPT00000016386","PIERAPG00000006813","PebIII_10"
"PIERAPT00000016387","PIERAPG00000006814","dda1"
"PIERAPT00000016388","PIERAPG00000006815","Zan_2"
"PIERAPT00000016389","PIERAPG00000006816","csn2"
"PIERAPT00000016391","PIERAPG00000006817","Cramp1l"
"PIERAPT00000016397","PIERAPG00000006818","A2m"
"PIERAPT00000016403","PIERAPG00000006819","Gtpbp2"
"PIERAPT00000016407","PIERAPG00000006820","G107130"
"PIERAPT00000016408","PIERAPG00000006821","Armc4"
"PIERAPT00000016412","PIERAPG00000006822","ZNF799Znf431"
"PIERAPT00000016414","PIERAPG00000006823","ARFGEF3"
"PIERAPT00000016416","PIERAPG00000006824","CCT5"
"PIERAPT00000016417","PIERAPG00000006825","CHYM1_7"
"PIERAPT00000016418","PIERAPG00000006826","Ttpal_6"
"PIERAPT00000016421","PIERAPG00000006827","GSK3B"
"PIERAPT00000016424","PIERAPG00000006828","C45G9.7"
"PIERAPT00000016425","PIERAPG00000006829","lolD_2"
"PIERAPT00000016426","PIERAPG00000006830","Dmn"
"PIERAPT00000016427","PIERAPG00000006831","Stk24"
"PIERAPT00000016428","PIERAPG00000006832","ORF247"
"PIERAPT00000016429","PIERAPG00000006833","ROBO2"
"PIERAPT00000016439","PIERAPG00000006834","SEC16A"
"PIERAPT00000016442","PIERAPG00000006835","MCCDNAH1"
"PIERAPT00000016445","PIERAPG00000006836","wbl"
"PIERAPT00000016447","PIERAPG00000006837","NLGN4YNLGN4X"
"PIERAPT00000016449","PIERAPG00000006838","CCDC149"
"PIERAPT00000016454","PIERAPG00000006839","Lman1"
"PIERAPT00000016457","PIERAPG00000006840","ywkD"
"PIERAPT00000016461","PIERAPG00000006841","Btbd9"
"PIERAPT00000016465","PIERAPG00000006842","yngJ"
"PIERAPT00000016466","PIERAPG00000006843","Chsy1"
"PIERAPT00000016468","PIERAPG00000006844","slc25a38_2"
"PIERAPT00000016471","PIERAPG00000006845","G112908"
"PIERAPT00000016476","PIERAPG00000006846","Flt1"
"PIERAPT00000016479","PIERAPG00000006847","G102243"
"PIERAPT00000016480","PIERAPG00000006848","EN03"
"PIERAPT00000016483","PIERAPG00000006849","CNX2Mocs1"
"PIERAPT00000016485","PIERAPG00000006850","yipf5"
"PIERAPT00000016486","PIERAPG00000006851","cshB"
"PIERAPT00000016487","PIERAPG00000006852","Or43a"
"PIERAPT00000016488","PIERAPG00000006853","Rap2c"
"PIERAPT00000016490","PIERAPG00000006854","G107696"
"PIERAPT00000016491","PIERAPG00000006855","pif1_2"
"PIERAPT00000016492","PIERAPG00000006856","At5g47280rep"
"PIERAPT00000016496","PIERAPG00000006857","ea_4"
"PIERAPT00000016497","PIERAPG00000006858","gtrB"
"PIERAPT00000016498","PIERAPG00000006859","minE"
"PIERAPT00000016500","PIERAPG00000006860","Hadha"
"PIERAPT00000016509","PIERAPG00000006861","Zbtb1RHE_CH01817"
"PIERAPT00000016517","PIERAPG00000006862","MTFP1"
"PIERAPT00000016518","PIERAPG00000006863","CU08_3"
"PIERAPT00000016519","PIERAPG00000006864","FBN3"
"PIERAPT00000016521","PIERAPG00000006865","Eme1"
"PIERAPT00000016522","PIERAPG00000006866","QSOX1"
"PIERAPT00000016527","PIERAPG00000006867","TCB1_2"
"PIERAPT00000016529","PIERAPG00000006868","USP9X"
"PIERAPT00000016532","PIERAPG00000006869","Ptp10D"
"PIERAPT00000016533","PIERAPG00000006870","MAPT"
"PIERAPT00000016536","PIERAPG00000006871","guaAlolDlepAERCC8BIT61"
"PIERAPT00000016556","PIERAPG00000006872","Znf346Znf385b"
"PIERAPT00000016560","PIERAPG00000006873","WDR89"
"PIERAPT00000016562","PIERAPG00000006874","ECLH"
"PIERAPT00000016563","PIERAPG00000006875","DDB_G0275913"
"PIERAPT00000016564","PIERAPG00000006876","coaA"
