"TrxID","GeneName","GeneID"
"PIERAPT00000034425","all4276Otop3","PIERAPG00000014492"
"PIERAPT00000034426","all4276Otop3","PIERAPG00000014492"
"PIERAPT00000034427","WIPI2","PIERAPG00000014493"
"PIERAPT00000034428","ABCA7_2","PIERAPG00000014494"
"PIERAPT00000034429","HSBP1","PIERAPG00000014495"
"PIERAPT00000034430","NPAS4VPA1482","PIERAPG00000014496"
"PIERAPT00000034431","NPAS4VPA1482","PIERAPG00000014496"
"PIERAPT00000034432","ORF2_3","PIERAPG00000014497"
"PIERAPT00000034433","DEFI","PIERAPG00000014498"
"PIERAPT00000034434","para","PIERAPG00000014499"
"PIERAPT00000034435","para","PIERAPG00000014499"
"PIERAPT00000034436","para","PIERAPG00000014499"
"PIERAPT00000034437","para","PIERAPG00000014499"
"PIERAPT00000034438","para","PIERAPG00000014499"
"PIERAPT00000034439","para","PIERAPG00000014499"
"PIERAPT00000034440","para","PIERAPG00000014499"
"PIERAPT00000034441","ATPsyn-Cf6","PIERAPG00000014500"
"PIERAPT00000034442","WASF1NHS","PIERAPG00000014501"
"PIERAPT00000034443","WASF1NHS","PIERAPG00000014501"
"PIERAPT00000034444","WASF1NHS","PIERAPG00000014501"
"PIERAPT00000034445","WASF1NHS","PIERAPG00000014501"
"PIERAPT00000034446","WASF1NHS","PIERAPG00000014501"
"PIERAPT00000034447","upp_4","PIERAPG00000014502"
"PIERAPT00000034448","upp_4","PIERAPG00000014502"
"PIERAPT00000034449","AAEL006422","PIERAPG00000014503"
"PIERAPT00000034450","AAEL006422","PIERAPG00000014503"
"PIERAPT00000034451","AAEL006422","PIERAPG00000014503"
"PIERAPT00000034452","AAEL006422","PIERAPG00000014503"
"PIERAPT00000034453","AAEL006422","PIERAPG00000014503"
"PIERAPT00000034454","MRPS18C","PIERAPG00000014504"
"PIERAPT00000034455","Tcerg1","PIERAPG00000014505"
"PIERAPT00000034456","Tcerg1","PIERAPG00000014505"
"PIERAPT00000034457","Tcerg1","PIERAPG00000014505"
"PIERAPT00000034458","Tcerg1","PIERAPG00000014505"
"PIERAPT00000034459","atpF_3","PIERAPG00000014506"
"PIERAPT00000034460","AAEL011136","PIERAPG00000014507"
"PIERAPT00000034461","HI_0653","PIERAPG00000014508"
"PIERAPT00000034462","HI_0653","PIERAPG00000014508"
"PIERAPT00000034463","Pax6pax6a","PIERAPG00000014509"
"PIERAPT00000034464","Pax6pax6a","PIERAPG00000014509"
"PIERAPT00000034465","Pax6pax6a","PIERAPG00000014509"
"PIERAPT00000034466","Pax6pax6a","PIERAPG00000014509"
"PIERAPT00000034467","v1g245966","PIERAPG00000014510"
"PIERAPT00000034468","v1g245966","PIERAPG00000014510"
"PIERAPT00000034469","v1g245966","PIERAPG00000014510"
"PIERAPT00000034470","Dscam2_10","PIERAPG00000014511"
"PIERAPT00000034471","Dscam2_10","PIERAPG00000014511"
"PIERAPT00000034472","Dscam2_10","PIERAPG00000014511"
"PIERAPT00000034473","Dscam2_10","PIERAPG00000014511"
"PIERAPT00000034474","Dscam2_10","PIERAPG00000014511"
"PIERAPT00000034475","Dscam2_10","PIERAPG00000014511"
"PIERAPT00000034476","fab1","PIERAPG00000014512"
"PIERAPT00000034477","fab1","PIERAPG00000014512"
"PIERAPT00000034478","fab1","PIERAPG00000014512"
"PIERAPT00000034479","fab1","PIERAPG00000014512"
"PIERAPT00000034480","fab1","PIERAPG00000014512"
"PIERAPT00000034481","TTPA_2","PIERAPG00000014513"
"PIERAPT00000034482","CUC1B","PIERAPG00000014514"
"PIERAPT00000034483","CUC1B","PIERAPG00000014514"
"PIERAPT00000034484","ARYB","PIERAPG00000014515"
"PIERAPT00000034485","LCA_2","PIERAPG00000014516"
"PIERAPT00000034486","SPATA18folDmetK","PIERAPG00000014517"
"PIERAPT00000034487","SPATA18folDmetK","PIERAPG00000014517"
"PIERAPT00000034488","SPATA18folDmetK","PIERAPG00000014517"
"PIERAPT00000034489","SPATA18folDmetK","PIERAPG00000014517"
"PIERAPT00000034490","SPATA18folDmetK","PIERAPG00000014517"
"PIERAPT00000034491","CG6179_2","PIERAPG00000014518"
"PIERAPT00000034492","APY_5","PIERAPG00000014519"
"PIERAPT00000034493","ARA1_2","PIERAPG00000014520"
"PIERAPT00000034494","rhbdf2","PIERAPG00000014521"
"PIERAPT00000034495","Kif13a","PIERAPG00000014522"
"PIERAPT00000034496","Kif13a","PIERAPG00000014522"
"PIERAPT00000034497","Kif13a","PIERAPG00000014522"
"PIERAPT00000034498","Kif13a","PIERAPG00000014522"
"PIERAPT00000034499","Kif13a","PIERAPG00000014522"
"PIERAPT00000034500","Kif13a","PIERAPG00000014522"
"PIERAPT00000034501","Kif13a","PIERAPG00000014522"
"PIERAPT00000034502","Kif13a","PIERAPG00000014522"
"PIERAPT00000034503","Kif13a","PIERAPG00000014522"
"PIERAPT00000034504","Kif13a","PIERAPG00000014522"
"PIERAPT00000034505","Kif13a","PIERAPG00000014522"
"PIERAPT00000034506","Kif13a","PIERAPG00000014522"
"PIERAPT00000034507","Kif13a","PIERAPG00000014522"
"PIERAPT00000034508","Kif13a","PIERAPG00000014522"
"PIERAPT00000034509","Kif13a","PIERAPG00000014522"
"PIERAPT00000034510","Kif13a","PIERAPG00000014522"
"PIERAPT00000034511","Kif13a","PIERAPG00000014522"
"PIERAPT00000034512","Kif13a","PIERAPG00000014522"
"PIERAPT00000034513","CG30291_2","PIERAPG00000014523"
"PIERAPT00000034514","CG30291_2","PIERAPG00000014523"
"PIERAPT00000034515","VA0D","PIERAPG00000014524"
"PIERAPT00000034516","feoB","PIERAPG00000014525"
"PIERAPT00000034517","tdrd7btdrd7a","PIERAPG00000014526"
"PIERAPT00000034518","tdrd7btdrd7a","PIERAPG00000014526"
"PIERAPT00000034519","tdrd7btdrd7a","PIERAPG00000014526"
"PIERAPT00000034520","tdrd7btdrd7a","PIERAPG00000014526"
"PIERAPT00000034521","tdrd7btdrd7a","PIERAPG00000014526"
"PIERAPT00000034522","tdrd7btdrd7a","PIERAPG00000014526"
"PIERAPT00000034523","TAF11","PIERAPG00000014527"
"PIERAPT00000034524","TAF11","PIERAPG00000014527"
"PIERAPT00000034525","TAF11","PIERAPG00000014527"
"PIERAPT00000034526","TAF11","PIERAPG00000014527"
"PIERAPT00000034527","TAF11","PIERAPG00000014527"
"PIERAPT00000034528","TMED2","PIERAPG00000014528"
"PIERAPT00000034529","COGSCTRB1","PIERAPG00000014529"
"PIERAPT00000034530","COGSCTRB1","PIERAPG00000014529"
"PIERAPT00000034531","COGSCTRB1","PIERAPG00000014529"
"PIERAPT00000034532","COGSCTRB1","PIERAPG00000014529"
"PIERAPT00000034533","beta'Cop","PIERAPG00000014530"
"PIERAPT00000034534","beta'Cop","PIERAPG00000014530"
"PIERAPT00000034535","beta'Cop","PIERAPG00000014530"
"PIERAPT00000034536","Rsf1","PIERAPG00000014531"
"PIERAPT00000034537","cep152","PIERAPG00000014532"
"PIERAPT00000034538","cep152","PIERAPG00000014532"
"PIERAPT00000034539","nadE_2","PIERAPG00000014533"
"PIERAPT00000034540","CG32736_2","PIERAPG00000014534"
"PIERAPT00000034541","CG32736_2","PIERAPG00000014534"
"PIERAPT00000034542","Bx42","PIERAPG00000014535"
"PIERAPT00000034543","Bx42","PIERAPG00000014535"
"PIERAPT00000034544","pxylp1_2","PIERAPG00000014536"
"PIERAPT00000034545","D11DS_6","PIERAPG00000014537"
"PIERAPT00000034546","SYT9","PIERAPG00000014538"
"PIERAPT00000034547","Gld_24","PIERAPG00000014539"
"PIERAPT00000034548","Gld_24","PIERAPG00000014539"
"PIERAPT00000034549","G107650","PIERAPG00000014540"
"PIERAPT00000034550","TRYP3_3","PIERAPG00000014541"
"PIERAPT00000034551","CU01_3","PIERAPG00000014542"
"PIERAPT00000034552","XYN4","PIERAPG00000014543"
"PIERAPT00000034553","G112490","PIERAPG00000014544"
"PIERAPT00000034554","adam10","PIERAPG00000014545"
"PIERAPT00000034555","adam10","PIERAPG00000014545"
"PIERAPT00000034556","Tktl2","PIERAPG00000014546"
"PIERAPT00000034557","Tktl2","PIERAPG00000014546"
"PIERAPT00000034558","CG7218_2","PIERAPG00000014547"
"PIERAPT00000034559","CG7218_2","PIERAPG00000014547"
"PIERAPT00000034560","CG7218_2","PIERAPG00000014547"
"PIERAPT00000034561","CG7218_2","PIERAPG00000014547"
"PIERAPT00000034562","CG7218_2","PIERAPG00000014547"
"PIERAPT00000034563","CG7218_2","PIERAPG00000014547"
"PIERAPT00000034564","CG7218_2","PIERAPG00000014547"
"PIERAPT00000034565","egr1_3","PIERAPG00000014548"
"PIERAPT00000034566","CHYM2_15","PIERAPG00000014549"
"PIERAPT00000034567","gkt","PIERAPG00000014550"
"PIERAPT00000034568","gkt","PIERAPG00000014550"
"PIERAPT00000034569","gkt","PIERAPG00000014550"
"PIERAPT00000034570","gkt","PIERAPG00000014550"
"PIERAPT00000034571","gkt","PIERAPG00000014550"
"PIERAPT00000034572","gkt","PIERAPG00000014550"
"PIERAPT00000034573","gkt","PIERAPG00000014550"
"PIERAPT00000034574","gkt","PIERAPG00000014550"
"PIERAPT00000034575","GTF2H4","PIERAPG00000014551"
"PIERAPT00000034576","GTF2H4","PIERAPG00000014551"
"PIERAPT00000034577","Gld_25","PIERAPG00000014552"
"PIERAPT00000034578","Gld_25","PIERAPG00000014552"
"PIERAPT00000034579","Gld_25","PIERAPG00000014552"
"PIERAPT00000034580","Gld_25","PIERAPG00000014552"
"PIERAPT00000034581","Gld_25","PIERAPG00000014552"
"PIERAPT00000034582","Lrrc15","PIERAPG00000014553"
"PIERAPT00000034583","Amph","PIERAPG00000014554"
"PIERAPT00000034584","Amph","PIERAPG00000014554"
"PIERAPT00000034585","APOD_5","PIERAPG00000014555"
"PIERAPT00000034586","APOD_5","PIERAPG00000014555"
"PIERAPT00000034587","ESTF_21","PIERAPG00000014556"
"PIERAPT00000034588","ESTF_21","PIERAPG00000014556"
"PIERAPT00000034589","ESTF_21","PIERAPG00000014556"
"PIERAPT00000034590","XPO6_2","PIERAPG00000014557"
"PIERAPT00000034591","XPO6_2","PIERAPG00000014557"
"PIERAPT00000034592","XPO6_2","PIERAPG00000014557"
"PIERAPT00000034593","XPO6_2","PIERAPG00000014557"
"PIERAPT00000034594","XPO6_2","PIERAPG00000014557"
"PIERAPT00000034595","XPO6_2","PIERAPG00000014557"
"PIERAPT00000034596","Mtrf1l","PIERAPG00000014558"
"PIERAPT00000034597","Mkp3","PIERAPG00000014559"
"PIERAPT00000034598","ZKSCAN8ZIM3","PIERAPG00000014560"
"PIERAPT00000034599","ZKSCAN8ZIM3","PIERAPG00000014560"
"PIERAPT00000034600","ZKSCAN8ZIM3","PIERAPG00000014560"
"PIERAPT00000034601","ZKSCAN8ZIM3","PIERAPG00000014560"
"PIERAPT00000034602","ZKSCAN8ZIM3","PIERAPG00000014560"
"PIERAPT00000034603","SNX25","PIERAPG00000014561"
"PIERAPT00000034604","SNX25","PIERAPG00000014561"
"PIERAPT00000034605","SNX25","PIERAPG00000014561"
"PIERAPT00000034606","SNX25","PIERAPG00000014561"
"PIERAPT00000034607","SNX25","PIERAPG00000014561"
"PIERAPT00000034608","SNX25","PIERAPG00000014561"
"PIERAPT00000034609","SNX25","PIERAPG00000014561"
"PIERAPT00000034610","SNX25","PIERAPG00000014561"
"PIERAPT00000034611","SNX25","PIERAPG00000014561"
"PIERAPT00000034612","SNX25","PIERAPG00000014561"
"PIERAPT00000034613","SNX25","PIERAPG00000014561"
"PIERAPT00000034614","tada1","PIERAPG00000014562"
"PIERAPT00000034615","engB_3","PIERAPG00000014563"
"PIERAPT00000034616","R3hcc1l_2","PIERAPG00000014564"
"PIERAPT00000034617","R3hcc1l_2","PIERAPG00000014564"
"PIERAPT00000034618","R3hcc1l_2","PIERAPG00000014564"
"PIERAPT00000034619","R3hcc1l_2","PIERAPG00000014564"
"PIERAPT00000034620","R3hcc1l_2","PIERAPG00000014564"
"PIERAPT00000034621","NGR_a02460","PIERAPG00000014565"
"PIERAPT00000034622","ZNF407","PIERAPG00000014566"
"PIERAPT00000034623","tmem208","PIERAPG00000014567"
"PIERAPT00000034624","RBAM_004300","PIERAPG00000014568"
"PIERAPT00000034625","RBAM_004300","PIERAPG00000014568"
"PIERAPT00000034626","RBAM_004300","PIERAPG00000014568"
"PIERAPT00000034627","RBAM_004300","PIERAPG00000014568"
"PIERAPT00000034628","EXOSC8","PIERAPG00000014569"
"PIERAPT00000034629","ham","PIERAPG00000014570"
"PIERAPT00000034630","ham","PIERAPG00000014570"
"PIERAPT00000034631","ham","PIERAPG00000014570"
"PIERAPT00000034632","ham","PIERAPG00000014570"
"PIERAPT00000034633","ham","PIERAPG00000014570"
"PIERAPT00000034634","ham","PIERAPG00000014570"
"PIERAPT00000034635","ham","PIERAPG00000014570"
"PIERAPT00000034636","ham","PIERAPG00000014570"
"PIERAPT00000034637","ham","PIERAPG00000014570"
"PIERAPT00000034638","ham","PIERAPG00000014570"
"PIERAPT00000034639","ham","PIERAPG00000014570"
"PIERAPT00000034640","MYH10","PIERAPG00000014571"
"PIERAPT00000034641","HXT1","PIERAPG00000014572"
"PIERAPT00000034642","yybA","PIERAPG00000014573"
"PIERAPT00000034643","SEC14L2","PIERAPG00000014574"
"PIERAPT00000034644","Coprox","PIERAPG00000014575"
"PIERAPT00000034645","Reck_2","PIERAPG00000014576"
"PIERAPT00000034646","Glra1","PIERAPG00000014577"
"PIERAPT00000034647","BRE","PIERAPG00000014578"
"PIERAPT00000034648","ANKRD17_2","PIERAPG00000014579"
"PIERAPT00000034649","ANKRD17_2","PIERAPG00000014579"
"PIERAPT00000034650","ANKRD17_2","PIERAPG00000014579"
"PIERAPT00000034651","recO_2","PIERAPG00000014580"
"PIERAPT00000034652","TRABD","PIERAPG00000014581"
"PIERAPT00000034653","TRABD","PIERAPG00000014581"
"PIERAPT00000034654","TRABD","PIERAPG00000014581"
"PIERAPT00000034655","prpf31","PIERAPG00000014582"
"PIERAPT00000034656","prpf31","PIERAPG00000014582"
"PIERAPT00000034657","prpf31","PIERAPG00000014582"
"PIERAPT00000034658","prpf31","PIERAPG00000014582"
"PIERAPT00000034659","prpf31","PIERAPG00000014582"
"PIERAPT00000034660","prpf31","PIERAPG00000014582"
"PIERAPT00000034661","st_2","PIERAPG00000014583"
"PIERAPT00000034662","st_2","PIERAPG00000014583"
"PIERAPT00000034663","ago","PIERAPG00000014584"
"PIERAPT00000034664","ago","PIERAPG00000014584"
"PIERAPT00000034665","ago","PIERAPG00000014584"
"PIERAPT00000034666","osp_2","PIERAPG00000014585"
"PIERAPT00000034667","osp_2","PIERAPG00000014585"
"PIERAPT00000034668","osp_2","PIERAPG00000014585"
"PIERAPT00000034669","osp_2","PIERAPG00000014585"
"PIERAPT00000034670","osp_2","PIERAPG00000014585"
"PIERAPT00000034671","osp_2","PIERAPG00000014585"
"PIERAPT00000034672","osp_2","PIERAPG00000014585"
"PIERAPT00000034673","osp_2","PIERAPG00000014585"
"PIERAPT00000034674","osp_2","PIERAPG00000014585"
"PIERAPT00000034675","osp_2","PIERAPG00000014585"
"PIERAPT00000034676","osp_2","PIERAPG00000014585"
"PIERAPT00000034677","cspA","PIERAPG00000014586"
"PIERAPT00000034678","pros","PIERAPG00000014587"
"PIERAPT00000034679","pros","PIERAPG00000014587"
"PIERAPT00000034680","cgnnapA","PIERAPG00000014588"
"PIERAPT00000034681","cgnnapA","PIERAPG00000014588"
"PIERAPT00000034682","cgnnapA","PIERAPG00000014588"
"PIERAPT00000034683","cgnnapA","PIERAPG00000014588"
"PIERAPT00000034684","cgnnapA","PIERAPG00000014588"
"PIERAPT00000034685","cgnnapA","PIERAPG00000014588"
"PIERAPT00000034686","cgnnapA","PIERAPG00000014588"
"PIERAPT00000034687","PE48","PIERAPG00000014589"
"PIERAPT00000034688","Znfx1","PIERAPG00000014590"
"PIERAPT00000034689","Znfx1","PIERAPG00000014590"
"PIERAPT00000034690","Znfx1","PIERAPG00000014590"
"PIERAPT00000034691","Znfx1","PIERAPG00000014590"
"PIERAPT00000034692","Znfx1","PIERAPG00000014590"
"PIERAPT00000034693","Znfx1","PIERAPG00000014590"
"PIERAPT00000034694","Znfx1","PIERAPG00000014590"
"PIERAPT00000034695","DNAJB13","PIERAPG00000014591"
"PIERAPT00000034696","ECLH_4","PIERAPG00000014592"
"PIERAPT00000034697","LYRM7","PIERAPG00000014593"
"PIERAPT00000034698","usp13","PIERAPG00000014594"
"PIERAPT00000034699","comFA","PIERAPG00000014595"
"PIERAPT00000034700","Atg16l1","PIERAPG00000014596"
"PIERAPT00000034701","ydaO","PIERAPG00000014597"
"PIERAPT00000034702","Ets65A","PIERAPG00000014598"
"PIERAPT00000034703","Picot_18","PIERAPG00000014599"
"PIERAPT00000034704","Picot_18","PIERAPG00000014599"
"PIERAPT00000034705","Unc5c","PIERAPG00000014600"
"PIERAPT00000034706","Unc5c","PIERAPG00000014600"
"PIERAPT00000034707","eral1","PIERAPG00000014601"
"PIERAPT00000034708","eral1","PIERAPG00000014601"
"PIERAPT00000034709","eral1","PIERAPG00000014601"
"PIERAPT00000034710","UGT2A3","PIERAPG00000014602"
"PIERAPT00000034711","SPTBN5SPTAN1","PIERAPG00000014603"
"PIERAPT00000034712","SPTBN5SPTAN1","PIERAPG00000014603"
"PIERAPT00000034713","SPTBN5SPTAN1","PIERAPG00000014603"
"PIERAPT00000034714","1a_4","PIERAPG00000014604"
"PIERAPT00000034715","1a_4","PIERAPG00000014604"
"PIERAPT00000034716","1a_4","PIERAPG00000014604"
"PIERAPT00000034717","foxo","PIERAPG00000014605"
"PIERAPT00000034718","RAD54B","PIERAPG00000014606"
"PIERAPT00000034719","G102386","PIERAPG00000014607"
"PIERAPT00000034720","Os04g0663200","PIERAPG00000014608"
"PIERAPT00000034721","Os04g0663200","PIERAPG00000014608"
"PIERAPT00000034722","Ndufb9_2","PIERAPG00000014609"
"PIERAPT00000034723","yqhL","PIERAPG00000014610"
"PIERAPT00000034724","Tab2","PIERAPG00000014611"
"PIERAPT00000034725","Tab2","PIERAPG00000014611"
"PIERAPT00000034726","Tab2","PIERAPG00000014611"
"PIERAPT00000034727","Ttpal_11","PIERAPG00000014612"
"PIERAPT00000034728","DACH1_2","PIERAPG00000014613"
"PIERAPT00000034729","TRYP_16","PIERAPG00000014614"
"PIERAPT00000034730","Fam179a","PIERAPG00000014615"
"PIERAPT00000034731","DML3","PIERAPG00000014616"
"PIERAPT00000034732","DML3","PIERAPG00000014616"
"PIERAPT00000034733","Fam177a1","PIERAPG00000014617"
"PIERAPT00000034734","Ppp1cb","PIERAPG00000014618"
"PIERAPT00000034735","Csp","PIERAPG00000014619"
"PIERAPT00000034736","yhfI","PIERAPG00000014620"
"PIERAPT00000034737","Dfd_2","PIERAPG00000014621"
"PIERAPT00000034738","G102108","PIERAPG00000014622"
"PIERAPT00000034739","DYDC2","PIERAPG00000014623"
"PIERAPT00000034740","Tmem14c","PIERAPG00000014624"
"PIERAPT00000034741","hiuH","PIERAPG00000014625"
"PIERAPT00000034742","Cyt-b5_2","PIERAPG00000014626"
"PIERAPT00000034743","Ugcg","PIERAPG00000014627"
"PIERAPT00000034744","pfkA","PIERAPG00000014628"
"PIERAPT00000034745","mutS_6","PIERAPG00000014629"
"PIERAPT00000034746","ACIN1","PIERAPG00000014630"
"PIERAPT00000034747","ACIN1","PIERAPG00000014630"
"PIERAPT00000034748","G105354","PIERAPG00000014631"
"PIERAPT00000034749","G105354","PIERAPG00000014631"
"PIERAPT00000034750","G105354","PIERAPG00000014631"
"PIERAPT00000034751","G105354","PIERAPG00000014631"
"PIERAPT00000034752","G105354","PIERAPG00000014631"
"PIERAPT00000034753","G105354","PIERAPG00000014631"
"PIERAPT00000034754","G105354","PIERAPG00000014631"
"PIERAPT00000034755","G105354","PIERAPG00000014631"
"PIERAPT00000034756","G105354","PIERAPG00000014631"
"PIERAPT00000034757","G105354","PIERAPG00000014631"
"PIERAPT00000034758","G105354","PIERAPG00000014631"
"PIERAPT00000034759","G105354","PIERAPG00000014631"
"PIERAPT00000034760","Clvs2","PIERAPG00000014632"
"PIERAPT00000034761","Clvs2","PIERAPG00000014632"
"PIERAPT00000034762","Clvs2","PIERAPG00000014632"
"PIERAPT00000034763","Clvs2","PIERAPG00000014632"
"PIERAPT00000034764","Clvs2","PIERAPG00000014632"
"PIERAPT00000034765","Clvs2","PIERAPG00000014632"
"PIERAPT00000034766","Clvs2","PIERAPG00000014632"
"PIERAPT00000034767","Clvs2","PIERAPG00000014632"
"PIERAPT00000034768","ATF6_2","PIERAPG00000014633"
"PIERAPT00000034769","Tk","PIERAPG00000014634"
"PIERAPT00000034770","Tk","PIERAPG00000014634"
"PIERAPT00000034771","hutI","PIERAPG00000014635"
"PIERAPT00000034772","YPEL5","PIERAPG00000014636"
"PIERAPT00000034773","GPN2_2","PIERAPG00000014637"
"PIERAPT00000034774","GPN2_2","PIERAPG00000014637"
"PIERAPT00000034775","Ndufa7","PIERAPG00000014638"
"PIERAPT00000034776","l(3)72Ab_5","PIERAPG00000014639"
"PIERAPT00000034777","Rnps1","PIERAPG00000014640"
"PIERAPT00000034778","Rnps1","PIERAPG00000014640"
"PIERAPT00000034779","4cl34cl1","PIERAPG00000014641"
"PIERAPT00000034780","4cl34cl1","PIERAPG00000014641"
"PIERAPT00000034781","CG12163","PIERAPG00000014642"
"PIERAPT00000034782","CG12163","PIERAPG00000014642"
"PIERAPT00000034783","Dat_8","PIERAPG00000014643"
"PIERAPT00000034784","cysS_7","PIERAPG00000014644"
"PIERAPT00000034785","CYP9E2_3","PIERAPG00000014645"
"PIERAPT00000034786","CYP9E2_3","PIERAPG00000014645"
"PIERAPT00000034787","CYP9E2_3","PIERAPG00000014645"
"PIERAPT00000034788","sacA_4","PIERAPG00000014646"
"PIERAPT00000034789","TES-26OV16","PIERAPG00000014647"
"PIERAPT00000034790","TES-26OV16","PIERAPG00000014647"
"PIERAPT00000034791","spn-E_2","PIERAPG00000014648"
"PIERAPT00000034792","spn-E_2","PIERAPG00000014648"
"PIERAPT00000034793","spn-E_2","PIERAPG00000014648"
"PIERAPT00000034794","spn-E_2","PIERAPG00000014648"
"PIERAPT00000034795","spn-E_2","PIERAPG00000014648"
"PIERAPT00000034796","GlyS_2","PIERAPG00000014649"
"PIERAPT00000034797","GlyS_2","PIERAPG00000014649"
"PIERAPT00000034798","GlyS_2","PIERAPG00000014649"
"PIERAPT00000034799","GlyS_2","PIERAPG00000014649"
"PIERAPT00000034800","GlyS_2","PIERAPG00000014649"
"PIERAPT00000034801","GlyS_2","PIERAPG00000014649"
"PIERAPT00000034802","GlyS_2","PIERAPG00000014649"
"PIERAPT00000034803","GlyS_2","PIERAPG00000014649"
"PIERAPT00000034804","Btk29A_2","PIERAPG00000014650"
"PIERAPT00000034805","Btk29A_2","PIERAPG00000014650"
"PIERAPT00000034806","Btk29A_2","PIERAPG00000014650"
"PIERAPT00000034807","oaz1","PIERAPG00000014651"
"PIERAPT00000034808","ash1_2","PIERAPG00000014652"
"PIERAPT00000034809","CPIJ004874","PIERAPG00000014653"
"PIERAPT00000034810","HTR2A","PIERAPG00000014654"
"PIERAPT00000034811","HTR2A","PIERAPG00000014654"
"PIERAPT00000034812","Ano8_3","PIERAPG00000014655"
"PIERAPT00000034813","Ano8_3","PIERAPG00000014655"
"PIERAPT00000034814","Ano8_3","PIERAPG00000014655"
"PIERAPT00000034815","coq5","PIERAPG00000014656"
"PIERAPT00000034816","coq5","PIERAPG00000014656"
"PIERAPT00000034817","Mad","PIERAPG00000014657"
"PIERAPT00000034818","Tret1_56","PIERAPG00000014658"
"PIERAPT00000034819","Tret1_56","PIERAPG00000014658"
"PIERAPT00000034820","Tret1_56","PIERAPG00000014658"
"PIERAPT00000034821","Tret1_56","PIERAPG00000014658"
"PIERAPT00000034822","Tret1_56","PIERAPG00000014658"
"PIERAPT00000034823","Tret1_56","PIERAPG00000014658"
"PIERAPT00000034824","Tret1_56","PIERAPG00000014658"
"PIERAPT00000034825","Tret1_56","PIERAPG00000014658"
"PIERAPT00000034826","Ylpm1_2","PIERAPG00000014659"
"PIERAPT00000034827","Ylpm1_2","PIERAPG00000014659"
"PIERAPT00000034828","RCCD1","PIERAPG00000014660"
"PIERAPT00000034829","RCCD1","PIERAPG00000014660"
"PIERAPT00000034830","GPC","PIERAPG00000014661"
"PIERAPT00000034831","ACH2TK1782Serpind1","PIERAPG00000014662"
"PIERAPT00000034832","ACH2TK1782Serpind1","PIERAPG00000014662"
"PIERAPT00000034833","ACH2TK1782Serpind1","PIERAPG00000014662"
"PIERAPT00000034834","ACH2TK1782Serpind1","PIERAPG00000014662"
"PIERAPT00000034835","ACH2TK1782Serpind1","PIERAPG00000014662"
"PIERAPT00000034836","ACH2TK1782Serpind1","PIERAPG00000014662"
"PIERAPT00000034837","ACH2TK1782Serpind1","PIERAPG00000014662"
"PIERAPT00000034838","SLC17A6_2","PIERAPG00000014663"
"PIERAPT00000034839","SLC17A6_2","PIERAPG00000014663"
"PIERAPT00000034840","SLC17A6_2","PIERAPG00000014663"
"PIERAPT00000034841","HPGD_7","PIERAPG00000014664"
"PIERAPT00000034842","HPGD_7","PIERAPG00000014664"
"PIERAPT00000034843","RCOM_1282030","PIERAPG00000014665"
"PIERAPT00000034844","RCOM_1282030","PIERAPG00000014665"
"PIERAPT00000034845","RCOM_1282030","PIERAPG00000014665"
"PIERAPT00000034846","Scfd2_2","PIERAPG00000014666"
"PIERAPT00000034847","Tret1-2_2","PIERAPG00000014667"
"PIERAPT00000034848","Tret1-2_2","PIERAPG00000014667"
"PIERAPT00000034849","Tret1-2_2","PIERAPG00000014667"
"PIERAPT00000034850","Tret1-2_2","PIERAPG00000014667"
"PIERAPT00000034851","Tret1-2_2","PIERAPG00000014667"
"PIERAPT00000034852","Tret1-2_2","PIERAPG00000014667"
"PIERAPT00000034853","G111694","PIERAPG00000014668"
"PIERAPT00000034854","Elmod1","PIERAPG00000014669"
"PIERAPT00000034855","TMPRSS6","PIERAPG00000014670"
"PIERAPT00000034856","ACO11_4","PIERAPG00000014671"
"PIERAPT00000034857","ACO11_4","PIERAPG00000014671"
"PIERAPT00000034858","ACO11_4","PIERAPG00000014671"
"PIERAPT00000034859","ACO11_4","PIERAPG00000014671"
"PIERAPT00000034860","ACO11_4","PIERAPG00000014671"
"PIERAPT00000034861","SLC16A12Slc16a7","PIERAPG00000014672"
"PIERAPT00000034862","SLC16A12Slc16a7","PIERAPG00000014672"
"PIERAPT00000034863","SLC16A12Slc16a7","PIERAPG00000014672"
"PIERAPT00000034864","SLC16A12Slc16a7","PIERAPG00000014672"
"PIERAPT00000034865","SLC16A12Slc16a7","PIERAPG00000014672"
"PIERAPT00000034866","SLC16A12Slc16a7","PIERAPG00000014672"
"PIERAPT00000034867","snk_12","PIERAPG00000014673"
"PIERAPT00000034868","snk_12","PIERAPG00000014673"
"PIERAPT00000034869","snk_12","PIERAPG00000014673"
"PIERAPT00000034870","snk_12","PIERAPG00000014673"
"PIERAPT00000034871","snk_12","PIERAPG00000014673"
"PIERAPT00000034872","snk_12","PIERAPG00000014673"
"PIERAPT00000034873","snk_12","PIERAPG00000014673"
"PIERAPT00000034874","snk_12","PIERAPG00000014673"
"PIERAPT00000034875","snk_12","PIERAPG00000014673"
"PIERAPT00000034876","snk_12","PIERAPG00000014673"
"PIERAPT00000034877","snk_12","PIERAPG00000014673"
"PIERAPT00000034878","snk_12","PIERAPG00000014673"
"PIERAPT00000034879","snk_12","PIERAPG00000014673"
"PIERAPT00000034880","snk_12","PIERAPG00000014673"
"PIERAPT00000034881","SULT1B1_2","PIERAPG00000014674"
